;year_film;year_award;ceremony;category;win;movie_name;people;country;award;imdb_id;imdb_name;year
188;2001;2002;59;Best Screenplay - Motion Picture;FALSE;Gosford Park;['Julian Fellowes'];;Golden Globe;tt0280707;Gosford Park;2001
189;2001;2002;59;Best Screenplay - Motion Picture;FALSE;The Man Who Wasn't There;['Ethan Coen'];;Golden Globe;tt0243133;The Man Who Wasn't There;2001
190;2002;2003;60;Best Screenplay - Motion Picture;TRUE;About Schmidt;['Alexander Payne', 'Jim Taylor'];;Golden Globe;tt0257360;About Schmidt;2002
191;2002;2003;60;Best Screenplay - Motion Picture;FALSE;Adaptation;['Charlie Kaufman'];;Golden Globe;tt0268126;Adaptation.;2002
192;2002;2003;60;Best Screenplay - Motion Picture;FALSE;Chicago;['Bill Condon'];;Golden Globe;tt2261391;Chicago Fire;2002
193;2002;2003;60;Best Screenplay - Motion Picture;FALSE;Far From Heaven;['Todd Haynes'];;Golden Globe;tt0297884;Far from Heaven;2002
194;2002;2003;60;Best Screenplay - Motion Picture;FALSE;The Hours;['David Hare'];;Golden Globe;tt0274558;The Hours;2002
195;2003;2004;61;Best Screenplay - Motion Picture;TRUE;Lost in Translation;['Sofia Coppola'];;Golden Globe;tt0335266;Lost in Translation;2003
196;2003;2004;61;Best Screenplay - Motion Picture;FALSE;Cold Mountain;['Anthony Minghella'];;Golden Globe;tt0159365;Cold Mountain;2003
197;2003;2004;61;Best Screenplay - Motion Picture;FALSE;In America;['Jim Sheridan'];;Golden Globe;tt0318997;Angels in America;2003
198;2003;2004;61;Best Screenplay - Motion Picture;FALSE;Love Actually;['Richard Curtis'];;Golden Globe;tt0314331;Love Actually;2003
199;2003;2004;61;Best Screenplay - Motion Picture;FALSE;Mystic River;['Brian Helgeland'];;Golden Globe;tt0327056;Mystic River;2003
200;2004;2005;62;Best Screenplay - Motion Picture;TRUE;Sideways;['Alexander Payne', 'Jim Taylor'];;Golden Globe;tt0375063;Sideways;2004
201;2004;2005;62;Best Screenplay - Motion Picture;FALSE;Eternal Sunshine of The Spotless Mind;['Charlie Kaufman'];;Golden Globe;tt0338013;Eternal Sunshine of the Spotless Mind;2004
202;2004;2005;62;Best Screenplay - Motion Picture;FALSE;The Aviator;['John Logan'];;Golden Globe;tt0338751;The Aviator;2004
203;2004;2005;62;Best Screenplay - Motion Picture;FALSE;Finding Neverland;['David Magee'];;Golden Globe;tt0308644;Finding Neverland;2004
204;2004;2005;62;Best Screenplay - Motion Picture;FALSE;Closer;['Patrick Marber'];;Golden Globe;tt0376541;Closer;2004
205;2005;2006;63;Best Screenplay - Motion Picture;TRUE;Brokeback Mountain;['Larry McMurtry', 'Diana Ossana'];;Golden Globe;tt0388795;Brokeback Mountain;2005
206;2005;2006;63;Best Screenplay - Motion Picture;FALSE;Match Point;['Woody Allen'];;Golden Globe;tt0416320;Match Point;2005
207;2005;2006;63;Best Screenplay - Motion Picture;FALSE;and Good Luck Good Night;['George Clooney'];;Golden Globe;tt0433383;Good Night, and Good Luck.;2005
208;2005;2006;63;Best Screenplay - Motion Picture;FALSE;Crash;['Paul Haggis'];;Golden Globe;tt0375679;Crash;2005
209;2005;2006;63;Best Screenplay - Motion Picture;FALSE;Munich;['Tony Kushner'];;Golden Globe;tt0408306;Munich;2005
210;2006;2007;64;Best Screenplay - Motion Picture;TRUE;The Queen;['Peter Morgan'];;Golden Globe;nm3747326;Nicki Minaj;2006
211;2006;2007;64;Best Screenplay - Motion Picture;FALSE;Little Children;['Todd Field', 'Tom Perrotta'];;Golden Globe;tt0404203;Little Children;2006
212;2006;2007;64;Best Screenplay - Motion Picture;FALSE;Notes On a Scandal;['Patrick Marber'];;Golden Globe;tt0465551;Notes on a Scandal;2006
213;2006;2007;64;Best Screenplay - Motion Picture;FALSE;The Departed;['William Monahan'];;Golden Globe;tt0407887;The Departed;2006
214;2006;2007;64;Best Screenplay - Motion Picture;FALSE;Babel;['Guillermo Arriaga'];;Golden Globe;tt0449467;Babel;2006
215;2007;2008;65;Best Screenplay - Motion Picture;TRUE;No Country for Old Men;['Joel Coen', 'Ethan Coen'];;Golden Globe;tt0477348;No Country for Old Men;2007
216;2007;2008;65;Best Screenplay - Motion Picture;FALSE;Juno;['Diablo Cody'];;Golden Globe;nm1017334;Juno Temple;2007
217;2007;2008;65;Best Screenplay - Motion Picture;FALSE;Atonement;['Christopher Hampton'];;Golden Globe;tt0783233;Atonement;2007
218;2007;2008;65;Best Screenplay - Motion Picture;FALSE;The Diving Bell and the Butterfly;['Ronald Harwood'];;Golden Globe;tt2996200;The Diving Bell and the Butterfly: A Cinematic Vision;2007
219;2007;2008;65;Best Screenplay - Motion Picture;FALSE;Charlie Wilson's War;['Aaron Sorkin'];;Golden Globe;tt0472062;Charlie Wilson's War;2007
220;2008;2009;66;Best Screenplay - Motion Picture;TRUE;Slumdog Millionaire;['Simon Beaufoy'];;Golden Globe;tt1010048;Slumdog Millionaire;2008
221;2008;2009;66;Best Screenplay - Motion Picture;FALSE;The Curious Case of Benjamin Button;['Eric Roth'];;Golden Globe;tt0421715;The Curious Case of Benjamin Button;2008
222;2008;2009;66;Best Screenplay - Motion Picture;FALSE;Doubt;['John Patrick Shanley'];;Golden Globe;tt0918927;Doubt;2008
223;2008;2009;66;Best Screenplay - Motion Picture;FALSE;The Reader;['David Hare'];;Golden Globe;tt0976051;The Reader;2008
224;2008;2009;66;Best Screenplay - Motion Picture;FALSE;Frost/Nixon;['Peter Morgan'];;Golden Globe;tt0870111;Frost/Nixon;2008
225;2009;2010;67;Best Screenplay - Motion Picture;TRUE;Up In The Air;['Jason Reitman', 'Sheldon Turner'];;Golden Globe;tt1193138;Up in the Air;2009
226;2009;2010;67;Best Screenplay - Motion Picture;FALSE;District 9;['Neill Blomkamp', 'Terri Tatchell'];;Golden Globe;tt1136608;District 9;2009
227;2009;2010;67;Best Screenplay - Motion Picture;FALSE;The Hurt Locker;['Mark Boal'];;Golden Globe;tt0887912;The Hurt Locker;2009
228;2009;2010;67;Best Screenplay - Motion Picture;FALSE;It's Complicated;['Nancy Meyers'];;Golden Globe;tt1230414;It's Complicated;2009
229;2009;2010;67;Best Screenplay - Motion Picture;FALSE;Inglourious Basterds;['Quentin Tarantino'];;Golden Globe;tt0361748;Inglourious Basterds;2009
230;2010;2011;68;Best Screenplay - Motion Picture;TRUE;The Social Network;['Aaron Sorkin'];;Golden Globe;tt1285016;The Social Network;2010
231;2010;2011;68;Best Screenplay - Motion Picture;FALSE;127 Hours;['Danny Boyle', 'Simon Beaufoy'];;Golden Globe;tt1542344;127 Hours;2010
232;2010;2011;68;Best Screenplay - Motion Picture;FALSE;The Kids Are All Right;['Lisa Cholodenko', 'Stuart Blumberg'];;Golden Globe;tt0842926;The Kids Are All Right;2010
233;2010;2011;68;Best Screenplay - Motion Picture;FALSE;Inception;['Christopher Nolan'];;Golden Globe;tt1375666;Inception;2010
234;2010;2011;68;Best Screenplay - Motion Picture;FALSE;The King's Speech;['David Seidler'];;Golden Globe;tt1504320;The King's Speech;2010
235;2011;2012;69;Best Screenplay - Motion Picture;TRUE;Midnight In Paris;['Woody Allen'];;Golden Globe;tt1605783;Midnight in Paris;2011
236;2011;2012;69;Best Screenplay - Motion Picture;FALSE;The Ides of March;['George Clooney', 'Grant Heslov', 'Beau Willimon'];;Golden Globe;tt1124035;The Ides of March;2011
237;2011;2012;69;Best Screenplay - Motion Picture;FALSE;The Artist;['Michel Hazanavicius'];;Golden Globe;tt1655442;The Artist;2011
238;2011;2012;69;Best Screenplay - Motion Picture;FALSE;Moneyball;['Aaron Sorkin', 'Steve Zaillian', 'Stan Chervin'];;Golden Globe;tt1210166;Moneyball;2011
239;2011;2012;69;Best Screenplay - Motion Picture;FALSE;The Descendants;['Nat Faxon', 'Jim Rash', 'Alexander Payne'];;Golden Globe;tt1033575;The Descendants;2011
240;2012;2013;70;Best Screenplay - Motion Picture;TRUE;Django Unchained;['Quentin Tarantino'];;Golden Globe;tt1853728;Django Unchained;2012
241;2012;2013;70;Best Screenplay - Motion Picture;FALSE;Lincoln;['Tony Kushner'];;Golden Globe;tt0443272;Lincoln;2012
242;2012;2013;70;Best Screenplay - Motion Picture;FALSE;Zero Dark Thirty;['Mark Boal'];;Golden Globe;tt1790885;Zero Dark Thirty;2012
243;2012;2013;70;Best Screenplay - Motion Picture;FALSE;Silver Linings Playbook;['David O. Russell'];;Golden Globe;tt1045658;Silver Linings Playbook;2012
244;2012;2013;70;Best Screenplay - Motion Picture;FALSE;Argo;['Chris Terrio'];;Golden Globe;tt1024648;Argo;2012
245;2013;2014;71;Best Screenplay - Motion Picture;TRUE;Her;['Spike Jonze'];;Golden Globe;tt1798709;Her;2013
246;2013;2014;71;Best Screenplay - Motion Picture;FALSE;12 Years a Slave;['John Ridley'];;Golden Globe;tt2024544;12 Years a Slave;2013
247;2013;2014;71;Best Screenplay - Motion Picture;FALSE;Philomena;['Steve Coogan', 'Jeff Pope'];;Golden Globe;tt2431286;Philomena;2013
248;2013;2014;71;Best Screenplay - Motion Picture;FALSE;American Hustle;['Eric Warren Singer', 'David O. Russell'];;Golden Globe;tt1800241;American Hustle;2013
249;2013;2014;71;Best Screenplay - Motion Picture;FALSE;Nebraska;['Bob Nelson'];;Golden Globe;tt1821549;Nebraska;2013
250;2014;2015;72;Best Screenplay - Motion Picture;TRUE;Birdman;['Alejandro González Iñárritu', 'Nicolás Giacobone', 'Alexander Dinelaris', 'Armando Bo'];;Golden Globe;tt2562232;Birdman or (The Unexpected Virtue of Ignorance);2014
251;2014;2015;72;Best Screenplay - Motion Picture;FALSE;The Imitation Game;['Graham Moore'];;Golden Globe;tt2084970;The Imitation Game;2014
252;2014;2015;72;Best Screenplay - Motion Picture;FALSE;Gone Girl;['Gillian Flynn'];;Golden Globe;tt2267998;Gone Girl;2014
253;2014;2015;72;Best Screenplay - Motion Picture;FALSE;The Grand Budapest Hotel;['Wes Anderson'];;Golden Globe;tt2278388;The Grand Budapest Hotel;2014
254;2014;2015;72;Best Screenplay - Motion Picture;FALSE;Boyhood;['Richard Linklater'];;Golden Globe;tt1065073;Boyhood;2014
255;1973;1974;31;Best Motion Picture - Foreign Language;TRUE;The Pedestrian;['Maximilian Schell'];['West Germany'];Golden Globe;tt0070086;The Pedestrian;1973
256;1973;1974;31;Best Motion Picture - Foreign Language;FALSE;Alfredo Alfredo;['Pietro Germi'];['Italy'];Golden Globe;nm0000199;Al Pacino;1973
257;1973;1974;31;Best Motion Picture - Foreign Language;FALSE;Day for Night;['François Truffaut'];['France'];Golden Globe;tt0070460;La nuit américaine;1973
258;1973;1974;31;Best Motion Picture - Foreign Language;FALSE;Kazablan;['Menahem Golan'];['Israel'];Golden Globe;tt0071715;Kazablan;1973
259;1973;1974;31;Best Motion Picture - Foreign Language;FALSE;State of Siege;['Constantin Costa-Gavras'];['France'];Golden Globe;tt0070959;État de siège;1973
260;1974;1975;32;Best Motion Picture - Foreign Language;TRUE;Scenes From a Marriage;['Ingmar Bergman'];['Sweden'];Golden Globe;tt12682218;Scenes from a Marriage;1974
261;1974;1975;32;Best Motion Picture - Foreign Language;FALSE;Amarcord;['Federico Fellini'];['Italy'];Golden Globe;tt0071129;Amarcord;1974
262;1974;1975;32;Best Motion Picture - Foreign Language;FALSE;The Apprenticeship of Duddy Kravitz;['Ted Kotcheff'];['Canada'];Golden Globe;tt0071155;The Apprenticeship of Duddy Kravitz;1974
263;1974;1975;32;Best Motion Picture - Foreign Language;FALSE;Lacombe Lucien;['Louis Malle'];['France'];Golden Globe;tt0071733;Lacombe Lucien;1974
264;1974;1975;32;Best Motion Picture - Foreign Language;FALSE;The Mad Adventures of 'Rabbi' Jacob;['Gérard Oury'];['France'];Golden Globe;tt0069747;Les aventures de Rabbi Jacob;1974
265;1975;1976;33;Best Motion Picture - Foreign Language;TRUE;Lies My Father Told Me;['Ján Kadár'];['Canada'];Golden Globe;tt0073293;Lies My Father Told Me;1975
266;1975;1976;33;Best Motion Picture - Foreign Language;FALSE;Hedda;['Trevor Nunn'];['United Kingdom'];Golden Globe;nm5329854;Hedda Stiernstedt;1975
267;1975;1976;33;Best Motion Picture - Foreign Language;FALSE;The Magic Flute;['Ingmar Bergman'];['Sweden'];Golden Globe;tt8206398;The Magic Flute;1975
268;1975;1976;33;Best Motion Picture - Foreign Language;FALSE;Special Section;['Constantin Costa-Gavras'];['Italy'];Golden Globe;tt0073679;Section spéciale;1975
269;1975;1976;33;Best Motion Picture - Foreign Language;FALSE;And Now My Love;['Claude Lelouch'];['France'];Golden Globe;tt1647340;And Now, My Non-Love;1975
270;1976;1977;34;Best Motion Picture - Foreign Language;TRUE;Face to Face;['Ingmar Bergman'];['Sweden'];Golden Globe;tt9695118;Forhøret;1976
271;1976;1977;34;Best Motion Picture - Foreign Language;FALSE;Cousine Cousin;['Jean-Charles Tacchella'];['France'];Golden Globe;tt0072826;Cousin cousine;1976
272;1976;1977;34;Best Motion Picture - Foreign Language;FALSE;Seven Beauties;['Lina Wertmüller'];['Italy'];Golden Globe;tt0075040;Pasqualino Settebellezze;1976
273;1976;1977;34;Best Motion Picture - Foreign Language;FALSE;The Slipper and the Rose - The Story of Cinderella;['Bryan Forbes'];['United Kingdom'];Golden Globe;tt0075232;The Slipper and the Rose: The Story of Cinderella;1976
274;1976;1977;34;Best Motion Picture - Foreign Language;FALSE;Small Change;['François Truffaut'];['France'];Golden Globe;tt0074152;L'argent de poche;1976
275;1977;1978;35;Best Motion Picture - Foreign Language;TRUE;A Special Day;['Ettore Scola'];['Italy'];Golden Globe;tt0076085;Una giornata particolare;1977
276;1977;1978;35;Best Motion Picture - Foreign Language;FALSE;Pardon Mon Affaire;['Yves Robert'];['France'];Golden Globe;tt0076852;Un éléphant ça trompe énormément;1977
277;1977;1978;35;Best Motion Picture - Foreign Language;FALSE;That Obscure Object of Desire;['Luis Buñuel'];['France'];Golden Globe;tt7781798;"Mother and Son; or, That Obscure Object of Desire (Scenes from an Anamorphic Double Feature)";1977
278;1977;1978;35;Best Motion Picture - Foreign Language;FALSE;Cría Cuervos;['Carlos Saura'];['Spain'];Golden Globe;tt0074360;Cría cuervos;1977
279;1977;1978;35;Best Motion Picture - Foreign Language;FALSE;Madame Rosa;['Moshé Mizrahi'];['France'];Golden Globe;tt0076348;La vie devant soi;1977
280;1978;1979;36;Best Motion Picture - Foreign Language;TRUE;Autumn Sonata;['Ingmar Bergman'];['Sweden'];Golden Globe;tt0077711;Höstsonaten;1978
281;1978;1979;36;Best Motion Picture - Foreign Language;FALSE;A Dream of Passion;['Jules Dassin'];['Greece'];Golden Globe;tt2464408;The Whirlwind of Your Passion: A Philanthropist's Dream;1978
282;1978;1979;36;Best Motion Picture - Foreign Language;FALSE;Get Out Your Handkerchiefs;['Bertrand Blier'];['France'];Golden Globe;tt20429550;Get Out Your Handkerchiefs;1978
283;1978;1979;36;Best Motion Picture - Foreign Language;FALSE;Lemon Popsicle;['Boaz Davidson'];['Israel'];Golden Globe;tt0079118;Eskimo Limon;1978
284;1978;1979;36;Best Motion Picture - Foreign Language;FALSE;Death on the Nile;['John Guillermin'];['United Kingdom'];Golden Globe;tt7657566;Death on the Nile;1978
285;1978;1979;36;Best Motion Picture - Foreign Language;FALSE;Dona Flor and Her Two Husbands;['Bruno Barreto'];['Brazil'];Golden Globe;tt0077452;Dona Flor e Seus Dois Maridos;1978
286;1979;1980;37;Best Motion Picture - Foreign Language;TRUE;La Cage aux Folles;['Édouard Molinaro'];['France'];Golden Globe;tt0077288;La Cage aux folles;1979
287;1979;1980;37;Best Motion Picture - Foreign Language;FALSE;Soldier of Orange;['Paul Verhoeven'];['Netherlands'];Golden Globe;tt0076734;Soldaat van Oranje;1979
288;1979;1980;37;Best Motion Picture - Foreign Language;FALSE;Till Marriage Do Us Part;['Luigi Comencini'];['Italy'];Golden Globe;tt0575462;Till Marriage Do Us Part;1979
289;1979;1980;37;Best Motion Picture - Foreign Language;FALSE;The Europeans;['James Ivory'];['United Kingdom'];Golden Globe;tt0079123;The Europeans;1979
290;1979;1980;37;Best Motion Picture - Foreign Language;FALSE;The Marriage of Maria Braun;['Rainer Werner Fassbinder'];['West Germany'];Golden Globe;tt0079095;Die Ehe der Maria Braun;1979
291;1980;1981;38;Best Motion Picture - Foreign Language;TRUE;Tess;['Roman Polanski'];['United Kingdom'];Golden Globe;tt0080009;Tess;1980
292;1980;1981;38;Best Motion Picture - Foreign Language;FALSE;Breaker Morant;['Bruce Beresford'];['Australia'];Golden Globe;tt0080310;'Breaker' Morant;1980
293;1980;1981;38;Best Motion Picture - Foreign Language;FALSE;Kagemusha (The Shadow Warrior);['Akira Kurosawa'];['Japan'];Golden Globe;tt0080979;Kagemusha;1980
294;1980;1981;38;Best Motion Picture - Foreign Language;FALSE;The Last Metro;['François Truffaut'];['France'];Golden Globe;tt0080610;Le dernier métro;1980
295;1980;1981;38;Best Motion Picture - Foreign Language;FALSE;My Brilliant Career;['Gillian Armstrong'];['Australia'];Golden Globe;tt0079596;My Brilliant Career;1980
296;1980;1981;38;Best Motion Picture - Foreign Language;FALSE;Special Treatment;['Goran Paskaljevic'];['Yugoslavia'];Golden Globe;tt1590157;Sans queue ni tête;1980
297;1981;1982;39;Best Motion Picture - Foreign Language;TRUE;Chariots of Fire;['Hugh Hudson'];['United Kingdom'];Golden Globe;tt0082158;Chariots of Fire;1981
298;1981;1982;39;Best Motion Picture - Foreign Language;FALSE;Atlantic City;['Louis Malle'];['Canada'];Golden Globe;tt0080388;Atlantic City;1981
299;1981;1982;39;Best Motion Picture - Foreign Language;FALSE;Das Boot;['Wolfgang Petersen'];['West Germany'];Golden Globe;tt5830254;Das Boot;1981
300;1981;1982;39;Best Motion Picture - Foreign Language;FALSE;Gallipoli;['Peter Weir'];['Australia'];Golden Globe;tt0082432;Gallipoli;1981
301;1981;1982;39;Best Motion Picture - Foreign Language;FALSE;Pixote;['Hector Babenco'];['Brazil'];Golden Globe;tt0082912;Pixote: A Lei do Mais Fraco;1981
302;1982;1983;40;Best Motion Picture - Foreign Language;TRUE;Gandhi;['Richard Attenborough'];['India'];Golden Globe;tt0083987;Gandhi;1982
303;1982;1983;40;Best Motion Picture - Foreign Language;FALSE;Fitzcarraldo;['Werner Herzog'];['West Germany'];Golden Globe;tt0083946;Fitzcarraldo;1982
304;1982;1983;40;Best Motion Picture - Foreign Language;FALSE;The Man from Snowy River;['George Miller'];['Australia'];Golden Globe;tt0084296;The Man from Snowy River;1982
305;1982;1983;40;Best Motion Picture - Foreign Language;FALSE;Quest For Fire;['Jean-Jacques Annaud'];['Canada'];Golden Globe;tt0082484;La guerre du feu;1982
306;1982;1983;40;Best Motion Picture - Foreign Language;FALSE;La Traviata;['Franco Zeffirelli'];['Italy'];Golden Globe;tt0084821;La traviata;1982
307;1982;1983;40;Best Motion Picture - Foreign Language;FALSE;Yol;['Serif Gören', 'Yilmaz Güney'];['Switzerland'];Golden Globe;tt0084934;Yol;1982
308;1983;1984;41;Best Motion Picture - Foreign Language;TRUE;Fanny & Alexander;['Ingmar Bergman'];['Sweden'];Golden Globe;tt0083922;Fanny och Alexander;1983
309;1983;1984;41;Best Motion Picture - Foreign Language;FALSE;Carmen;['Carlos Saura'];['Spain'];Golden Globe;nm0252238;Carmen Ejogo;1983
310;1983;1984;41;Best Motion Picture - Foreign Language;FALSE;The Dresser;['Peter Yates'];['United Kingdom'];Golden Globe;tt4247618;The Dresser;1983
311;1983;1984;41;Best Motion Picture - Foreign Language;FALSE;Educating Rita;['Lewis Gilbert'];['United Kingdom'];Golden Globe;tt0085478;Educating Rita;1983
312;1983;1984;41;Best Motion Picture - Foreign Language;FALSE;The Grey Fox;['Lewis Gilbert'];['Canada'];Golden Globe;tt0085622;The Grey Fox;1983
313;1984;1985;42;Best Motion Picture - Foreign Language;TRUE;A Passage to India;['David Lean'];['United Kingdom'];Golden Globe;tt0087892;A Passage to India;1984
314;1984;1985;42;Best Motion Picture - Foreign Language;FALSE;Dangerous Moves;['Richard Dembo'];['Switzerland'];Golden Globe;tt0087144;La diagonale du fou;1984
315;1984;1985;42;Best Motion Picture - Foreign Language;FALSE;Texas Paris;['Wim Wenders'];['France'];Golden Globe;tt0087884;Paris, Texas;1984
316;1984;1985;42;Best Motion Picture - Foreign Language;FALSE;A Sunday in the Country;['Bertrand Tavernier'];['France'];Golden Globe;tt0088318;Un dimanche à la campagne;1984
