;year_film;year_award;ceremony;category;win;movie_name;people;country;award;imdb_id;imdb_name;year
838;1986;1987;59;WRITING (Screenplay Based on Material from Another Medium);FALSE;Crimes of the Heart;['Beth Henley'];;Oscar / Academy Awards;tt0090886;Crimes of the Heart;1986
839;1986;1987;59;WRITING (Screenplay Based on Material from Another Medium);TRUE;A Room with a View;['Ruth Prawer Jhabvala'];;Oscar / Academy Awards;tt0091867;A Room with a View;1986
840;1986;1987;59;WRITING (Screenplay Based on Material from Another Medium);FALSE;Stand by Me;['Raynold Gideon', 'Bruce A. Evans'];;Oscar / Academy Awards;tt0092005;Stand by Me;1986
841;1986;1987;59;WRITING (Screenplay Written Directly for the Screen);FALSE;'Crocodile' Dundee;['Ken Shadie', 'Paul Hogan', 'John Cornell'];;Oscar / Academy Awards;tt0090555;Crocodile Dundee;1986
842;1986;1987;59;WRITING (Screenplay Written Directly for the Screen);TRUE;Hannah and Her Sisters;['Woody Allen'];;Oscar / Academy Awards;tt0091167;Hannah and Her Sisters;1986
843;1986;1987;59;WRITING (Screenplay Written Directly for the Screen);FALSE;My Beautiful Laundrette;['Hanif Kureishi'];;Oscar / Academy Awards;tt0091578;My Beautiful Laundrette;1986
844;1986;1987;59;WRITING (Screenplay Written Directly for the Screen);FALSE;Platoon;['Oliver Stone'];;Oscar / Academy Awards;tt0091763;Platoon;1986
845;1986;1987;59;WRITING (Screenplay Written Directly for the Screen);FALSE;Salvador;['Oliver Stone', 'Richard Boyle'];;Oscar / Academy Awards;tt0091886;Salvador;1986
846;1987;1988;60;WRITING (Screenplay Based on Material from Another Medium);FALSE;The Dead;['Tony Huston'];;Oscar / Academy Awards;tt1520211;The Walking Dead;1987
847;1987;1988;60;WRITING (Screenplay Based on Material from Another Medium);FALSE;Fatal Attraction;['James Dearden'];;Oscar / Academy Awards;tt0093010;Fatal Attraction;1987
848;1987;1988;60;WRITING (Screenplay Based on Material from Another Medium);FALSE;Full Metal Jacket;['Gustav Hasford', 'Stanley Kubrick', 'Michael Herr'];;Oscar / Academy Awards;tt0093058;Full Metal Jacket;1987
849;1987;1988;60;WRITING (Screenplay Based on Material from Another Medium);TRUE;The Last Emperor;['Mark Peploe', 'Bernardo Bertolucci'];;Oscar / Academy Awards;tt0093389;The Last Emperor;1987
850;1987;1988;60;WRITING (Screenplay Based on Material from Another Medium);FALSE;My Life as a Dog;['Per Berglund', 'Brasse Brännström', 'Reidar Jönsson', 'Lasse Hallström'];;Oscar / Academy Awards;tt0118408;My Life as a Dog;1987
851;1987;1988;60;WRITING (Screenplay Written Directly for the Screen);FALSE;Au Revoir Les Enfants (Goodbye, Children);['Louis Malle'];;Oscar / Academy Awards;tt0092593;Au revoir les enfants;1987
852;1987;1988;60;WRITING (Screenplay Written Directly for the Screen);FALSE;Broadcast News;['James L. Brooks'];;Oscar / Academy Awards;tt0092699;Broadcast News;1987
853;1987;1988;60;WRITING (Screenplay Written Directly for the Screen);FALSE;Hope and Glory;['John Boorman'];;Oscar / Academy Awards;tt0093209;Hope and Glory;1987
854;1987;1988;60;WRITING (Screenplay Written Directly for the Screen);TRUE;Moonstruck;['John Patrick Shanley'];;Oscar / Academy Awards;tt0093565;Moonstruck;1987
855;1987;1988;60;WRITING (Screenplay Written Directly for the Screen);FALSE;Radio Days;['Woody Allen'];;Oscar / Academy Awards;tt0093818;Radio Days;1987
856;1988;1989;61;WRITING (Screenplay Based on Material from Another Medium);FALSE;The Accidental Tourist;['Lawrence Kasdan', 'Frank Galati'];;Oscar / Academy Awards;tt0094606;The Accidental Tourist;1988
857;1988;1989;61;WRITING (Screenplay Based on Material from Another Medium);TRUE;Dangerous Liaisons;['Christopher Hampton'];;Oscar / Academy Awards;tt0094947;Dangerous Liaisons;1988
858;1988;1989;61;WRITING (Screenplay Based on Material from Another Medium);FALSE;Gorillas in the Mist;['Tab Murphy', 'Anna Hamilton Phelan'];;Oscar / Academy Awards;tt0095243;Gorillas in the Mist: The Story of Dian Fossey;1988
859;1988;1989;61;WRITING (Screenplay Based on Material from Another Medium);FALSE;Little Dorrit;['Christine Edzard'];;Oscar / Academy Awards;tt1178522;Little Dorrit;1988
860;1988;1989;61;WRITING (Screenplay Based on Material from Another Medium);FALSE;The Unbearable Lightness of Being;['Jean-Claude Carrière', 'Philip Kaufman'];;Oscar / Academy Awards;tt0096332;The Unbearable Lightness of Being;1988
861;1988;1989;61;WRITING (Screenplay Written Directly for the Screen);FALSE;Big;['Anne Spielberg', 'Gary Ross'];;Oscar / Academy Awards;tt0898266;The Big Bang Theory;1988
862;1988;1989;61;WRITING (Screenplay Written Directly for the Screen);FALSE;Bull Durham;['Ron Shelton'];;Oscar / Academy Awards;tt0094812;Bull Durham;1988
863;1988;1989;61;WRITING (Screenplay Written Directly for the Screen);FALSE;A Fish Called Wanda;['Charles Crichton', 'John Cleese'];;Oscar / Academy Awards;tt0095159;A Fish Called Wanda;1988
864;1988;1989;61;WRITING (Screenplay Written Directly for the Screen);TRUE;Rain Man;['Barry Morrow', 'Ronald Bass'];;Oscar / Academy Awards;tt0095953;Rain Man;1988
865;1988;1989;61;WRITING (Screenplay Written Directly for the Screen);FALSE;Running on Empty;['Naomi Foner'];;Oscar / Academy Awards;tt0096018;Running on Empty;1988
866;1989;1990;62;WRITING (Screenplay Based on Material from Another Medium);FALSE;Born on the Fourth of July;['Ron Kovic', 'Oliver Stone'];;Oscar / Academy Awards;tt0096969;Born on the Fourth of July;1989
867;1989;1990;62;WRITING (Screenplay Based on Material from Another Medium);TRUE;Driving Miss Daisy;['Alfred Uhry'];;Oscar / Academy Awards;tt0097239;Driving Miss Daisy;1989
868;1989;1990;62;WRITING (Screenplay Based on Material from Another Medium);FALSE;Enemies, A Love Story;['Roger L. Simon', 'Paul Mazursky'];;Oscar / Academy Awards;tt0097276;Enemies: A Love Story;1989
869;1989;1990;62;WRITING (Screenplay Based on Material from Another Medium);FALSE;Field of Dreams;['Phil Alden Robinson'];;Oscar / Academy Awards;tt0097351;Field of Dreams;1989
870;1989;1990;62;WRITING (Screenplay Based on Material from Another Medium);FALSE;My Left Foot;['Shane Connaughton', 'Jim Sheridan'];;Oscar / Academy Awards;tt0097937;My Left Foot: The Story of Christy Brown;1989
871;1989;1990;62;WRITING (Screenplay Written Directly for the Screen);FALSE;Crimes and Misdemeanors;['Woody Allen'];;Oscar / Academy Awards;tt0097123;Crimes and Misdemeanors;1989
872;1989;1990;62;WRITING (Screenplay Written Directly for the Screen);TRUE;Dead Poets Society;['Tom Schulman'];;Oscar / Academy Awards;tt0097165;Dead Poets Society;1989
873;1989;1990;62;WRITING (Screenplay Written Directly for the Screen);FALSE;Do the Right Thing;['Spike Lee'];;Oscar / Academy Awards;tt0097216;Do the Right Thing;1989
874;1989;1990;62;WRITING (Screenplay Written Directly for the Screen);FALSE;sex, lies, and videotape;['Steven Soderbergh'];;Oscar / Academy Awards;tt0098724;Sex, Lies, and Videotape;1989
875;1989;1990;62;WRITING (Screenplay Written Directly for the Screen);FALSE;When Harry Met Sally...;['Nora Ephron'];;Oscar / Academy Awards;tt0098635;When Harry Met Sally...;1989
876;1990;1991;63;WRITING (Screenplay Based on Material from Another Medium);FALSE;Awakenings;['Steven Zaillian'];;Oscar / Academy Awards;tt0099077;Awakenings;1990
877;1990;1991;63;WRITING (Screenplay Based on Material from Another Medium);TRUE;Dances With Wolves;['Michael Blake'];;Oscar / Academy Awards;tt0099348;Dances with Wolves;1990
878;1990;1991;63;WRITING (Screenplay Based on Material from Another Medium);FALSE;Good Fellas;['Nicholas Pileggi', 'Martin Scorsese'];;Oscar / Academy Awards;tt0099685;Goodfellas;1990
879;1990;1991;63;WRITING (Screenplay Based on Material from Another Medium);FALSE;The Grifters;['Donald E. Westlake'];;Oscar / Academy Awards;tt0099703;The Grifters;1990
880;1990;1991;63;WRITING (Screenplay Based on Material from Another Medium);FALSE;Reversal of Fortune;['Nicholas Kazan'];;Oscar / Academy Awards;tt0100486;Reversal of Fortune;1990
881;1990;1991;63;WRITING (Screenplay Written Directly for the Screen);FALSE;Alice;['Woody Allen'];;Oscar / Academy Awards;nm1404408;Alice Eve;1990
882;1990;1991;63;WRITING (Screenplay Written Directly for the Screen);FALSE;Avalon;['Barry Levinson'];;Oscar / Academy Awards;tt13261268;Avalon;1990
883;1990;1991;63;WRITING (Screenplay Written Directly for the Screen);TRUE;Ghost;['Bruce Joel Rubin'];;Oscar / Academy Awards;tt0099653;Ghost;1990
884;1990;1991;63;WRITING (Screenplay Written Directly for the Screen);FALSE;Green Card;['Peter Weir'];;Oscar / Academy Awards;tt0099699;Green Card;1990
885;1990;1991;63;WRITING (Screenplay Written Directly for the Screen);FALSE;Metropolitan;['Whit Stillman'];;Oscar / Academy Awards;tt0100142;Metropolitan;1990
886;1991;1992;64;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Europa Europa;['Agnieszka Holland'];;Oscar / Academy Awards;nm14155646;Francesca Europa;1991
887;1991;1992;64;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Fried Green Tomatoes;['Carol Sobieski', 'Fannie Flagg'];;Oscar / Academy Awards;tt0101921;Fried Green Tomatoes;1991
888;1991;1992;64;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;JFK;['Zachary Sklar', 'Oliver Stone'];;Oscar / Academy Awards;tt0102138;JFK;1991
889;1991;1992;64;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Prince of Tides;['Becky Johnston', 'Pat Conroy'];;Oscar / Academy Awards;tt0102713;The Prince of Tides;1991
890;1991;1992;64;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;The Silence of the Lambs;['Ted Tally'];;Oscar / Academy Awards;tt0102926;The Silence of the Lambs;1991
891;1991;1992;64;WRITING (Screenplay Written Directly for the Screen);FALSE;Boyz N the Hood;['John Singleton'];;Oscar / Academy Awards;tt0101507;Boyz n the Hood;1991
892;1991;1992;64;WRITING (Screenplay Written Directly for the Screen);FALSE;Bugsy;['James Toback'];;Oscar / Academy Awards;tt0101516;Bugsy;1991
893;1991;1992;64;WRITING (Screenplay Written Directly for the Screen);FALSE;The Fisher King;['Richard LaGravenese'];;Oscar / Academy Awards;tt0101889;The Fisher King;1991
894;1991;1992;64;WRITING (Screenplay Written Directly for the Screen);FALSE;Grand Canyon;['Lawrence Kasdan', 'Meg Kasdan'];;Oscar / Academy Awards;tt0101969;Grand Canyon;1991
895;1991;1992;64;WRITING (Screenplay Written Directly for the Screen);TRUE;Thelma & Louise;['Callie Khouri'];;Oscar / Academy Awards;tt0103074;Thelma & Louise;1991
896;1992;1993;65;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Enchanted April;['Peter Barnes'];;Oscar / Academy Awards;tt0101811;Enchanted April;1992
897;1992;1993;65;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Howards End;['Ruth Prawer Jhabvala'];;Oscar / Academy Awards;tt0104454;Howards End;1992
898;1992;1993;65;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Player;['Michael Tolkin'];;Oscar / Academy Awards;tt0105151;The Player;1992
899;1992;1993;65;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;A River Runs through It;['Richard Friedenberg'];;Oscar / Academy Awards;tt0105265;A River Runs Through It;1992
900;1992;1993;65;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Scent of a Woman;['Bo Goldman'];;Oscar / Academy Awards;tt0105323;Scent of a Woman;1992
901;1992;1993;65;WRITING (Screenplay Written Directly for the Screen);TRUE;The Crying Game;['Neil Jordan'];;Oscar / Academy Awards;tt0104036;The Crying Game;1992
902;1992;1993;65;WRITING (Screenplay Written Directly for the Screen);FALSE;Husbands and Wives;['Woody Allen'];;Oscar / Academy Awards;tt0104466;Husbands and Wives;1992
903;1992;1993;65;WRITING (Screenplay Written Directly for the Screen);FALSE;Lorenzo's Oil;['Nick Enright', 'George Miller'];;Oscar / Academy Awards;tt0104756;Lorenzo's Oil;1992
904;1992;1993;65;WRITING (Screenplay Written Directly for the Screen);FALSE;Passion Fish;['John Sayles'];;Oscar / Academy Awards;tt0105107;Passion Fish;1992
905;1992;1993;65;WRITING (Screenplay Written Directly for the Screen);FALSE;Unforgiven;['David Webb Peoples'];;Oscar / Academy Awards;tt0105695;Unforgiven;1992
906;1993;1994;66;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Age of Innocence;['Jay Cocks', 'Martin Scorsese'];;Oscar / Academy Awards;tt0106226;The Age of Innocence;1993
907;1993;1994;66;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;In the Name of the Father;['Terry George', 'Jim Sheridan'];;Oscar / Academy Awards;tt0107207;In the Name of the Father;1993
908;1993;1994;66;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Remains of the Day;['Ruth Prawer Jhabvala'];;Oscar / Academy Awards;tt0107943;The Remains of the Day;1993
909;1993;1994;66;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Schindler's List;['Steven Zaillian'];;Oscar / Academy Awards;tt0108052;Schindler's List;1993
910;1993;1994;66;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Shadowlands;['William Nicholson'];;Oscar / Academy Awards;tt0108101;Shadowlands;1993
911;1993;1994;66;WRITING (Screenplay Written Directly for the Screen);FALSE;Dave;['Gary Ross'];;Oscar / Academy Awards;nm5050824;Dave McCary;1993
912;1993;1994;66;WRITING (Screenplay Written Directly for the Screen);FALSE;In the Line of Fire;['Jeff Maguire'];;Oscar / Academy Awards;tt0107206;In the Line of Fire;1993
913;1993;1994;66;WRITING (Screenplay Written Directly for the Screen);FALSE;Philadelphia;['Ron Nyswaner'];;Oscar / Academy Awards;tt0472954;It's Always Sunny in Philadelphia;1993
914;1993;1994;66;WRITING (Screenplay Written Directly for the Screen);TRUE;The Piano;['Jane Campion'];;Oscar / Academy Awards;tt0107822;The Piano;1993
915;1993;1994;66;WRITING (Screenplay Written Directly for the Screen);FALSE;Sleepless in Seattle;['David S. Ward', 'Nora Ephron', 'Jeff Arch'];;Oscar / Academy Awards;tt0108160;Sleepless in Seattle;1993
916;1994;1995;67;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Forrest Gump;['Eric Roth'];;Oscar / Academy Awards;tt0109830;Forrest Gump;1994
917;1994;1995;67;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Madness of King George;['Alan Bennett'];;Oscar / Academy Awards;tt0110428;The Madness of King George;1994
918;1994;1995;67;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Nobody's Fool;['Robert Benton'];;Oscar / Academy Awards;tt0110684;Nobody's Fool;1994
919;1994;1995;67;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Quiz Show;['Paul Attanasio'];;Oscar / Academy Awards;tt0110932;Quiz Show;1994
920;1994;1995;67;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Shawshank Redemption;['Frank Darabont'];;Oscar / Academy Awards;tt0111161;The Shawshank Redemption;1994
921;1994;1995;67;WRITING (Screenplay Written Directly for the Screen);FALSE;Bullets over Broadway;['Douglas McGrath', 'Woody Allen'];;Oscar / Academy Awards;tt0109348;Bullets Over Broadway;1994
922;1994;1995;67;WRITING (Screenplay Written Directly for the Screen);FALSE;Four Weddings and a Funeral;['Richard Curtis'];;Oscar / Academy Awards;tt0109831;Four Weddings and a Funeral;1994
923;1994;1995;67;WRITING (Screenplay Written Directly for the Screen);FALSE;Heavenly Creatures;['Peter Jackson', 'Frances Walsh'];;Oscar / Academy Awards;tt0110005;Heavenly Creatures;1994
924;1994;1995;67;WRITING (Screenplay Written Directly for the Screen);TRUE;Pulp Fiction;['Stories Quentin Tarantino Roger Avary', 'Quentin Tarantino'];;Oscar / Academy Awards;tt0110912;Pulp Fiction;1994
925;1994;1995;67;WRITING (Screenplay Written Directly for the Screen);FALSE;Red;['Krzysztof Piesiewicz', 'Krzysztof Kieslowski'];;Oscar / Academy Awards;nm1137414;Liliana Mumy;1994
926;1995;1996;68;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Apollo 13;['Al Reinert', 'William Broyles Jr.'];;Oscar / Academy Awards;tt0112384;Apollo 13;1995
927;1995;1996;68;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Babe;['Chris Noonan', 'George Miller'];;Oscar / Academy Awards;tt0112431;Babe;1995
928;1995;1996;68;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Leaving Las Vegas;['Mike Figgis'];;Oscar / Academy Awards;tt0113627;Leaving Las Vegas;1995
929;1995;1996;68;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Postman (Il Postino);['Massimo Troisi', 'Michael Radford', 'Anna Pavignano', 'Furio Scarpelli', 'Giacomo Scarpelli'];;Oscar / Academy Awards;tt9065566;The Postman (Il Postino) - Behind the scenes;1995
930;1995;1996;68;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Sense and Sensibility;['Emma Thompson'];;Oscar / Academy Awards;tt0114388;Sense and Sensibility;1995
931;1995;1996;68;WRITING (Screenplay Written Directly for the Screen);FALSE;Braveheart;['Randall Wallace'];;Oscar / Academy Awards;tt0112573;Braveheart;1995
932;1995;1996;68;WRITING (Screenplay Written Directly for the Screen);FALSE;Mighty Aphrodite;['Woody Allen'];;Oscar / Academy Awards;tt0113819;Mighty Aphrodite;1995
933;1995;1996;68;WRITING (Screenplay Written Directly for the Screen);FALSE;Nixon;['Stephen J. Rivele', 'Christopher Wilkinson', 'Oliver Stone'];;Oscar / Academy Awards;nm0633223;Cynthia Nixon;1995
934;1995;1996;68;WRITING (Screenplay Written Directly for the Screen);FALSE;Toy Story;['Joss Whedon', 'Andrew Stanton', 'John Lasseter', 'Peter Docter', 'Alec Sokolow', 'Joe Ranft', 'Joel Cohen'];;Oscar / Academy Awards;tt0114709;Toy Story;1995
935;1995;1996;68;WRITING (Screenplay Written Directly for the Screen);TRUE;The Usual Suspects;['Christopher McQuarrie'];;Oscar / Academy Awards;tt0114814;The Usual Suspects;1995
936;1996;1997;69;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Crucible;['Arthur Miller'];;Oscar / Academy Awards;tt0115988;The Crucible;1996
937;1996;1997;69;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The English Patient;['Anthony Minghella'];;Oscar / Academy Awards;tt0116209;The English Patient;1996
938;1996;1997;69;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Hamlet;['Kenneth Branagh'];;Oscar / Academy Awards;tt0116477;Hamlet;1996
939;1996;1997;69;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Sling Blade;['Billy Bob Thornton'];;Oscar / Academy Awards;tt0117666;Sling Blade;1996
940;1996;1997;69;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Trainspotting;['John Hodge'];;Oscar / Academy Awards;tt0117951;Trainspotting;1996
941;1996;1997;69;WRITING (Screenplay Written Directly for the Screen);TRUE;Fargo;['Ethan Coen', 'Joel Coen'];;Oscar / Academy Awards;tt2802850;Fargo;1996
942;1996;1997;69;WRITING (Screenplay Written Directly for the Screen);FALSE;Jerry Maguire;['Cameron Crowe'];;Oscar / Academy Awards;tt0116695;Jerry Maguire;1996
943;1996;1997;69;WRITING (Screenplay Written Directly for the Screen);FALSE;Lone Star;['John Sayles'];;Oscar / Academy Awards;tt10323338;9-1-1: Lone Star;1996
944;1996;1997;69;WRITING (Screenplay Written Directly for the Screen);FALSE;Secrets & Lies;['Mike Leigh'];;Oscar / Academy Awards;tt0117589;Secrets & Lies;1996
945;1996;1997;69;WRITING (Screenplay Written Directly for the Screen);FALSE;Shine;['Jan Sardi', 'Scott Hicks'];;Oscar / Academy Awards;tt0117631;Shine;1996
946;1997;1998;70;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Donnie Brasco;['Paul Attanasio'];;Oscar / Academy Awards;tt0119008;Donnie Brasco;1997
947;1997;1998;70;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;L.A. Confidential;['Curtis Hanson', 'Brian Helgeland'];;Oscar / Academy Awards;tt0119488;L.A. Confidential;1997
948;1997;1998;70;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Sweet Hereafter;['Atom Egoyan'];;Oscar / Academy Awards;tt0120255;The Sweet Hereafter;1997
949;1997;1998;70;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Wag the Dog;['David Mamet', 'Hilary Henkin'];;Oscar / Academy Awards;tt0120885;Wag the Dog;1997
950;1997;1998;70;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Wings of the Dove;['Hossein Amini'];;Oscar / Academy Awards;tt0120520;The Wings of the Dove;1997
951;1997;1998;70;WRITING (Screenplay Written Directly for the Screen);FALSE;As Good as It Gets;['James L. Brooks', 'Mark Andrus'];;Oscar / Academy Awards;tt0119822;As Good as It Gets;1997
952;1997;1998;70;WRITING (Screenplay Written Directly for the Screen);FALSE;Boogie Nights;['Paul Thomas Anderson'];;Oscar / Academy Awards;tt0118749;Boogie Nights;1997
953;1997;1998;70;WRITING (Screenplay Written Directly for the Screen);FALSE;Deconstructing Harry;['Woody Allen'];;Oscar / Academy Awards;tt0118954;Deconstructing Harry;1997
954;1997;1998;70;WRITING (Screenplay Written Directly for the Screen);FALSE;The Full Monty;['Simon Beaufoy'];;Oscar / Academy Awards;tt0119164;The Full Monty;1997
955;1997;1998;70;WRITING (Screenplay Written Directly for the Screen);TRUE;Good Will Hunting;['Ben Affleck', 'Matt Damon'];;Oscar / Academy Awards;tt0119217;Good Will Hunting;1997
956;1998;1999;71;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Gods and Monsters;['Bill Condon'];;Oscar / Academy Awards;tt0120684;Gods and Monsters;1998
957;1998;1999;71;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Out of Sight;['Scott Frank'];;Oscar / Academy Awards;tt0120780;Out of Sight;1998
958;1998;1999;71;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Primary Colors;['Elaine May'];;Oscar / Academy Awards;tt0119942;Primary Colors;1998
959;1998;1999;71;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;A Simple Plan;['Scott B. Smith'];;Oscar / Academy Awards;tt0120324;A Simple Plan;1998
960;1998;1999;71;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Thin Red Line;['Terrence Malick'];;Oscar / Academy Awards;tt0120863;The Thin Red Line;1998
961;1998;1999;71;WRITING (Screenplay Written Directly for the Screen);FALSE;Bulworth;['Warren Beatty', 'Jeremy Pikser'];;Oscar / Academy Awards;tt0118798;Bulworth;1998
962;1998;1999;71;WRITING (Screenplay Written Directly for the Screen);FALSE;Life Is Beautiful;['Vincenzo Cerami', 'Roberto Benigni'];;Oscar / Academy Awards;tt0118799;La vita è bella;1998
963;1998;1999;71;WRITING (Screenplay Written Directly for the Screen);FALSE;Saving Private Ryan;['Robert Rodat'];;Oscar / Academy Awards;tt0120815;Saving Private Ryan;1998
964;1998;1999;71;WRITING (Screenplay Written Directly for the Screen);TRUE;Shakespeare in Love;['Marc Norman', 'Tom Stoppard'];;Oscar / Academy Awards;tt0138097;Shakespeare in Love;1998
965;1998;1999;71;WRITING (Screenplay Written Directly for the Screen);FALSE;The Truman Show;['Andrew Niccol'];;Oscar / Academy Awards;tt0120382;The Truman Show;1998
966;1999;2000;72;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;The Cider House Rules;['John Irving'];;Oscar / Academy Awards;tt0124315;The Cider House Rules;1999
967;1999;2000;72;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Election;['Jim Taylor', 'Alexander Payne'];;Oscar / Academy Awards;tt0126886;Election;1999
968;1999;2000;72;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Green Mile;['Frank Darabont'];;Oscar / Academy Awards;tt0120689;The Green Mile;1999
969;1999;2000;72;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Insider;['Michael Mann', 'Eric Roth'];;Oscar / Academy Awards;tt0140352;The Insider;1999
970;1999;2000;72;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Talented Mr. Ripley;['Anthony Minghella'];;Oscar / Academy Awards;tt0134119;The Talented Mr. Ripley;1999
971;1999;2000;72;WRITING (Screenplay Written Directly for the Screen);TRUE;American Beauty;['Alan Ball'];;Oscar / Academy Awards;tt0169547;American Beauty;1999
972;1999;2000;72;WRITING (Screenplay Written Directly for the Screen);FALSE;Being John Malkovich;['Charlie Kaufman'];;Oscar / Academy Awards;tt0120601;Being John Malkovich;1999
973;1999;2000;72;WRITING (Screenplay Written Directly for the Screen);FALSE;Magnolia;['Paul Thomas Anderson'];;Oscar / Academy Awards;tt0175880;Magnolia;1999
974;1999;2000;72;WRITING (Screenplay Written Directly for the Screen);FALSE;The Sixth Sense;['M. Night Shyamalan'];;Oscar / Academy Awards;tt0167404;The Sixth Sense;1999
975;1999;2000;72;WRITING (Screenplay Written Directly for the Screen);FALSE;Topsy-Turvy;['Mike Leigh'];;Oscar / Academy Awards;tt0151568;Topsy-Turvy;1999
976;2000;2001;73;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Chocolat;['Robert Nelson Jacobs'];;Oscar / Academy Awards;tt0241303;Chocolat;2000
977;2000;2001;73;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Crouching Tiger, Hidden Dragon;['James Schamus', 'Wang Hui Ling', 'Tsai Kuo Jung'];;Oscar / Academy Awards;tt3981658;New Crouching Tiger, Hidden Dragon;2000
978;2000;2001;73;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;O Brother, Where Art Thou?;['Ethan Coen Joel Coen'];;Oscar / Academy Awards;tt0190590;O Brother, Where Art Thou?;2000
979;2000;2001;73;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;Traffic;['Stephen Gaghan'];;Oscar / Academy Awards;tt0181865;Traffic;2000
980;2000;2001;73;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Wonder Boys;['Steve Kloves'];;Oscar / Academy Awards;tt0185014;Wonder Boys;2000
981;2000;2001;73;WRITING (Screenplay Written Directly for the Screen);TRUE;Almost Famous;['Cameron Crowe'];;Oscar / Academy Awards;tt0181875;Almost Famous;2000
982;2000;2001;73;WRITING (Screenplay Written Directly for the Screen);FALSE;Billy Elliot;['Lee Hall'];;Oscar / Academy Awards;tt0249462;Billy Elliot;2000
983;2000;2001;73;WRITING (Screenplay Written Directly for the Screen);FALSE;Erin Brockovich;['Susannah Grant'];;Oscar / Academy Awards;tt0195685;Erin Brockovich;2000
984;2000;2001;73;WRITING (Screenplay Written Directly for the Screen);FALSE;Gladiator;['John Logan', 'William Nicholson', 'David Franzoni'];;Oscar / Academy Awards;tt0172495;Gladiator;2000
985;2000;2001;73;WRITING (Screenplay Written Directly for the Screen);FALSE;You Can Count on Me;['Kenneth Lonergan'];;Oscar / Academy Awards;tt0203230;You Can Count on Me;2000
986;2001;2002;74;WRITING (Screenplay Based on Material Previously Produced or Published);TRUE;A Beautiful Mind;['Akiva Goldsman'];;Oscar / Academy Awards;tt0268978;A Beautiful Mind;2001
987;2001;2002;74;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Ghost World;['Daniel Clowes Terry Zwigoff'];;Oscar / Academy Awards;tt0162346;Ghost World;2001
988;2001;2002;74;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;In the Bedroom;['Rob Festinger', 'Todd Field'];;Oscar / Academy Awards;tt0247425;In the Bedroom;2001
