,imdb_id,domestic_distributor,domestic_opening,budget,releases,performance_domestic,performance_international,performance_worldwide,metric_roi,percentage_domestic,percentage_international
11358,tt0100280,Twentieth Century Fox,658835.0,,1.0,10959015.0,,10959015.0,,1.0,
11359,tt1204342,Walt Disney Studios Motion Pictures,29239026.0,45000000.0,2.0,88631237.0,76553000.0,165184237.0,2.6707608222222223,0.5365598958452676,0.4634401041547324
11360,tt0938341,Regent Releasing,28345.0,,2.0,278356.0,665191.0,943547.0,,0.2950102114680031,0.7049897885319968
11362,tt0096273,Expanded Entertainment,,,1.0,123967.0,,123967.0,,1.0,
11363,tt0488508,Paramount Vantage,22607.0,,1.0,833532.0,1031104.0,1864636.0,,0.4470212953091113,0.5529787046908887
11368,tt0056447,Twentieth Century Fox,,,,,,,,,
11371,tt0058329,Universal Pictures,,,3.0,,7958.0,7958.0,,,1.0
11373,tt0100707,Concorde Pictures,86708.0,,1.0,1510053.0,,1510053.0,,1.0,
11375,tt0212132,,,,4.0,55188.0,617307.0,672495.0,,0.0820645506658042,0.9179354493341958
11376,tt0265087,Twentieth Century Fox,11102948.0,50000000.0,1.0,33426971.0,6549264.0,39976235.0,-0.2004753,0.8361710651340728,0.1638289348659272
11377,tt0313542,Twentieth Century Fox,11836705.0,60000000.0,1.0,49443628.0,30710512.0,80154140.0,0.3359023333333333,0.6168568211199073,0.3831431788800928
11378,tt1156398,Sony Pictures Entertainment (SPE),24733155.0,23600000.0,1.0,75590286.0,26801794.0,102392080.0,3.338647457627119,0.7382434852383114,0.2617565147616886
11379,tt1496025,Screen Gems,25306725.0,70000000.0,1.0,62321039.0,97791632.0,160112671.0,1.2873238714285715,0.3892323987275186,0.6107676012724814
11380,tt0100258,Columbia Pictures,2884679.0,,1.0,5835247.0,,5835247.0,,1.0,
11385,tt0428446,,,,5.0,,309408.0,309408.0,,,1.0
11386,tt0213790,Paramount Pictures,5426390.0,24000000.0,1.0,13616610.0,126602.0,13743212.0,-0.4273661666666666,0.9907880341218632,0.0092119658781367
11392,tt0084867,Film Ventures Internationa,1588464.0,,1.0,5091888.0,,5091888.0,,1.0,
11395,tt0483812,Regent Releasing,3401.0,,1.0,25751.0,,25751.0,,1.0,
11398,tt1216492,Universal Pictures,9202815.0,19000000.0,1.0,25918920.0,6767580.0,32686500.0,0.7203421052631579,0.7929548896333348,0.2070451103666651
11399,tt1839596,Eros Worldwide,612235.0,,1.0,986697.0,10232970.0,11219667.0,,0.0879435191793125,0.9120564808206876
11400,tt0440601,,,,1.0,,1754.0,1754.0,,,1.0
11401,tt0264508,,,,1.0,,145046.0,145046.0,,,1.0
11403,tt0380277,Lions Gate Films,5600000.0,,1.0,11814019.0,195051.0,12009070.0,,0.9837580262251782,0.0162419737748218
11404,tt0094034,Atlantic Releasing Corporation,,,1.0,1327740.0,,1327740.0,,1.0,
11408,tt0102691,Miramax,264147.0,,1.0,582510.0,,582510.0,,1.0,
11412,tt0172726,Twentieth Century Fox,2408613.0,13000000.0,1.0,5985690.0,,5985690.0,-0.5395623076923077,1.0,
11416,tt1462041,Universal Pictures,8129355.0,50000000.0,1.0,21302340.0,18682060.0,39984400.0,-0.200312,0.532766278848751,0.467233721151249
11418,tt0117093,Fine Line Features,48661.0,,1.0,403701.0,,403701.0,,1.0,
11419,tt1273678,Lions Gate Films,9726056.0,28000000.0,2.0,24307086.0,38267155.0,62574241.0,1.2347943214285717,0.38845195101927,0.6115480489807299
11420,tt0493464,Universal Pictures,50927085.0,75000000.0,1.0,134508551.0,207954512.0,342463063.0,3.566174173333333,0.392768054521547,0.6072319454784529
11424,tt0428518,Paramount Classics,449331.0,,2.0,728921.0,26310.0,755231.0,,0.9651629766256946,0.0348370233743053
11426,tt0396962,Kathi Arts,1042.0,,1.0,1416.0,,1416.0,,1.0,
11427,tt0222270,Eros Worldwide,367238.0,,1.0,588606.0,,588606.0,,1.0,
11433,tt0389328,IDP Distribution,59371.0,,1.0,114306.0,2736621.0,2850927.0,,0.0400943272135694,0.9599056727864304
11434,tt0058323,Twentieth Century Fox,,,,,,,,,
11435,tt0290218,Slowhand Cinema Releasing,9261.0,,1.0,9261.0,,9261.0,,1.0,
11438,tt0102614,Warner Bros.,10524026.0,14000000.0,1.0,39673161.0,,39673161.0,1.8337972142857144,1.0,
11439,tt1422101,,,,1.0,,4900.0,4900.0,,,1.0
11445,tt0393635,,,,2.0,,2290800.0,2290800.0,,,1.0
11447,tt0489270,Lions Gate Films,33610391.0,10000000.0,1.0,80238724.0,84635551.0,164874275.0,15.4874275,0.4866661218070557,0.5133338781929443
11448,tt0118539,Sony Pictures Entertainment (SPE),150127.0,,1.0,375805.0,,375805.0,,1.0,
11451,tt4315998,,,,1.0,,758.0,758.0,,,1.0
11452,tt1071223,,,,1.0,,1783109.0,1783109.0,,,1.0
11456,tt0182508,Lions Gate Films,72129.0,,1.0,1032075.0,,1032075.0,,1.0,
11461,tt0109906,Miramax,1146748.0,,1.0,3291163.0,,3291163.0,,1.0,
11463,tt0141369,Walt Disney Studios Motion Pictures,21889138.0,90000000.0,1.0,97403112.0,37000000.0,134403112.0,0.4933679111111111,0.7247087552556075,0.2752912447443925
11464,tt0112679,Savoy Picture,125587.0,,1.0,23389975.0,,23389975.0,,1.0,
11465,tt0328671,,,,1.0,,128295.0,128295.0,,,1.0
11466,tt0096200,TriStar Pictures,1116902.0,,1.0,3790493.0,,3790493.0,,1.0,
11469,tt2082197,UTV Motion Pictures,1061713.0,,1.0,2804874.0,1685260.0,4490134.0,,0.6246748983437911,0.3753251016562089
11470,tt0081071,United Artists,2351112.0,,1.0,15795189.0,,15795189.0,,1.0,
11473,tt0989757,Screen Gems,30468614.0,25000000.0,1.0,80014842.0,34969824.0,114984666.0,3.59938664,0.6958740220195969,0.3041259779804031
11474,tt0120755,Paramount Pictures,57845297.0,125000000.0,1.0,215409889.0,330978219.0,546388108.0,3.371104864,0.3942433699527004,0.6057566300472996
11476,tt0379296,THINKFilm,,,,,,,,,
11478,tt0429177,Picturehouse,235341.0,,1.0,816403.0,6934.0,823337.0,,0.9915781751579243,0.0084218248420756
11482,tt1037705,Warner Bros.,32789494.0,80000000.0,1.0,94835059.0,62272696.0,157107755.0,0.9638469375,0.6036306673722122,0.3963693326277878
11483,tt0174336,Destination Films,2181379.0,3000000.0,1.0,4159986.0,615023.0,4775009.0,0.5916696666666666,0.8711996144928732,0.1288003855071268
11484,tt0418773,Sony Pictures Classics,74739.0,,1.0,2678691.0,720537.0,3399228.0,,0.7880292231059522,0.2119707768940477
11485,tt0109578,Trimark Pictures,503936.0,,1.0,1702394.0,,1702394.0,,1.0,
11486,tt0824375,Eros Worldwide,40684.0,,1.0,73819.0,2581850.0,2655669.0,,0.0277967623224129,0.9722032376775872
11490,tt0092537,Universal Pictures,1419581.0,,1.0,2700000.0,,2700000.0,,1.0,
11491,tt2186943,,,,1.0,,4907.0,4907.0,,,1.0
11493,tt0120478,Trimark Pictures,2958768.0,,1.0,7029025.0,,7029025.0,,1.0,
11495,tt0499375,Adlabs Films,760000.0,,1.0,2096000.0,22012727.0,24108727.0,,0.0869394721670704,0.9130605278329296
11500,tt0101301,Paramount Pictures,3645720.0,,1.0,14812144.0,,14812144.0,,1.0,
11501,tt0119099,Warner Bros.,10401586.0,,1.0,25232289.0,,25232289.0,,1.0,
11503,tt0443649,Warner Bros.,35867488.0,105000000.0,1.0,94784201.0,175000000.0,269784201.0,1.5693733428571428,0.3513334014692728,0.6486665985307272
11505,tt1855401,Magnolia Pictures,87475.0,,1.0,201436.0,22144.0,223580.0,,0.9009571518024868,0.0990428481975131
11509,tt0089826,Twentieth Century Fox,6207507.0,,1.0,20518905.0,,20518905.0,,1.0,
11514,tt0088184,The Samuel Goldwyn Company,,,1.0,2436000.0,,2436000.0,,1.0,
11518,tt0274155,,,,2.0,,24273604.0,24273604.0,,,1.0
11519,tt1270835,Vitagraph Films,52604.0,,1.0,52604.0,103586.0,156190.0,,0.3367949292528331,0.663205070747167
11520,tt0120587,DreamWorks Distribution,17195160.0,105000000.0,1.0,90757863.0,81000000.0,171757863.0,0.6357891714285714,0.5284058698378193,0.4715941301621807
11521,tt0398872,Warner Bros.,662152.0,,1.0,2922354.0,333072.0,3255426.0,,0.8976871229756106,0.1023128770243894
11522,tt1986926,,,,1.0,,25956.0,25956.0,,,1.0
11523,tt0086619,Metro-Goldwyn-Mayer (MGM),,,2.0,40218899.0,,40218899.0,,1.0,
11524,tt0106941,Universal Pictures,4016220.0,30000000.0,1.0,11146270.0,,11146270.0,-0.6284576666666667,1.0,
11533,tt1212436,CBS Films,12201710.0,35000000.0,1.0,37490007.0,39987001.0,77477008.0,1.2136288,0.4838855806099275,0.5161144193900725
11534,tt0174204,Fine Line Features,,,2.0,929606.0,352207.0,1281813.0,,0.7252274707777188,0.2747725292222812
11537,tt2215348,,,,1.0,,179946.0,179946.0,,,1.0
11539,tt0116378,October Films,41768.0,,1.0,1227324.0,,1227324.0,,1.0,
11541,tt0307116,,,,1.0,,4560938.0,4560938.0,,,1.0
11542,tt1291465,UTV Motion Pictures,850244.0,,1.0,1514558.0,27945038.0,29459596.0,,0.0514113635502672,0.9485886364497328
11543,tt0384683,Peace Arch Entertainmen,5888.0,,1.0,58776.0,,58776.0,,1.0,
11544,tt0496328,Pocket Releasin,11505.0,,1.0,18445.0,15278.0,33723.0,,0.5469560833852267,0.4530439166147733
11550,tt0161942,Providence Entertainment,39442.0,,1.0,206755.0,,206755.0,,1.0,
11555,tt0055608,Twentieth Century Fox,,,,,,,,,
11557,tt0306069,Halestorm Entertainmen,43149.0,,1.0,1250798.0,,1250798.0,,1.0,
11562,tt0387549,Vitagraph Films,2926.0,,1.0,5642.0,,5642.0,,1.0,
11563,tt0299478,Sony Pictures Classics,34304.0,,1.0,645634.0,329547.0,975181.0,,0.6620658113724529,0.3379341886275471
11564,tt0379557,IFC Films,96973.0,,3.0,4593598.0,9311197.0,13904795.0,,0.3303607136962465,0.6696392863037535
11568,tt0118523,Paramount Pictures,1315445.0,,1.0,3525125.0,,3525125.0,,1.0,
11570,tt0800369,Paramount Pictures,65723338.0,150000000.0,1.0,181030624.0,268295994.0,449326618.0,1.9955107866666664,0.402893166680813,0.597106833319187
11572,tt2337164,,,,1.0,,145115.0,145115.0,,,1.0
11574,tt0446029,Universal Pictures,10609795.0,60000000.0,3.0,33281690.0,18299256.0,51580946.0,-0.1403175666666666,0.6452322530106369,0.3547677469893631
11575,tt0117407,Magnolia Pictures,1792.0,,1.0,1605.0,,1605.0,,1.0,
11577,tt0095082,Orion Pictures,1129491.0,,1.0,5680515.0,,5680515.0,,1.0,
11578,tt0418129,,,,2.0,8454.0,53590.0,62044.0,,0.1362581393849526,0.8637418606150474
11579,tt1319694,,,,1.0,,182253.0,182253.0,,,1.0
11585,tt1298540,,,,2.0,,354980.0,354980.0,,,1.0
11586,tt0079817,United Artists,6390537.0,,2.0,85182160.0,5695.0,85187855.0,,0.9999331477474108,6.685225258929222e-05
11591,tt0988045,Warner Bros.,62304277.0,90000000.0,1.0,209028679.0,315000000.0,524028679.0,4.822540877777778,0.3988878612500519,0.6011121387499481
11594,tt0423977,Metro-Goldwyn-Mayer (MGM),1836256.0,12000000.0,1.0,3951699.0,1303287.0,5254986.0,-0.5620845,0.7519903954073331,0.2480096045926668
11595,tt1283887,,,,1.0,,3271.0,3271.0,,,1.0
11597,tt0120685,Sony Pictures Entertainment (SPE),44047541.0,130000000.0,1.0,136314294.0,242700000.0,379014294.0,1.9154945692307688,0.3596547575063224,0.6403452424936775
11598,tt0433116,Warner Independent Pictures (WIP),429223.0,,2.0,888975.0,26674.0,915649.0,,0.9708687499249168,0.0291312500750833
11600,tt0177650,Paramount Classics,74743.0,16000000.0,1.0,146193.0,,146193.0,-0.9908629375,1.0,
11606,tt0115624,Gramercy Pictures (I),1844426.0,,1.0,3793614.0,,3793614.0,,1.0,
11610,tt0097731,Paramount Pictures,1925049.0,,1.0,4973285.0,,4973285.0,,1.0,
11613,tt0116041,Sony Pictures Entertainment (SPE),35988.0,,1.0,2099677.0,,2099677.0,,1.0,
11614,tt0112571,Warner Bros.,4808873.0,,1.0,23440188.0,,23440188.0,,1.0,
11615,tt1439572,IFC Films,1567.0,,1.0,2959.0,930393.0,933352.0,,0.0031702937369824,0.9968297062630176
11616,tt0101764,Columbia Pictures,7574703.0,,1.0,30102717.0,,30102717.0,,1.0,
11617,tt0446750,,,,5.0,,698544.0,698544.0,,,1.0
11618,tt0373469,Warner Bros.,180660.0,15000000.0,1.0,4243756.0,11541392.0,15785148.0,0.0523432,0.2688448660728426,0.7311551339271574
11621,tt0385351,,,,1.0,,80228.0,80228.0,,,1.0
11625,tt0091534,Atlantic Releasing Corporation,,,1.0,604849.0,,604849.0,,1.0,
11627,tt0897361,Sony Pictures Entertainment (SPE),3506291.0,,1.0,7498716.0,2171042.0,9669758.0,,0.7754812478244026,0.2245187521755973
11632,tt0250468,,,,8.0,,7775138.0,7775138.0,,,1.0
11634,tt1560970,,,,2.0,,2019939.0,2019939.0,,,1.0
11640,tt0427944,Fox Searchligh,262923.0,6500000.0,1.0,24793509.0,14529518.0,39323027.0,5.049696461538462,0.6305086584509376,0.3694913415490623
11655,tt0113277,Warner Bros.,8445656.0,,2.0,67436818.0,120000000.0,187436818.0,,0.3597842660773296,0.6402157339226704
11659,tt0080437,Metro-Goldwyn-Mayer (MGM),,,2.0,7206220.0,603.0,7206823.0,,0.999916329289619,8.367071038098203e-05
11660,tt1535438,Sony Pictures Entertainment (SPE),14650121.0,,1.0,63536011.0,50745040.0,114281051.0,,0.5559627816163504,0.4440372183836496
11662,tt0243931,,,,2.0,,475628.0,475628.0,,,1.0
11663,tt1119191,,,,1.0,,467220.0,467220.0,,,1.0
11668,tt1621809,,,,1.0,,10348.0,10348.0,,,1.0
11670,tt1526284,,,,3.0,,1422457.0,1422457.0,,,1.0
11672,tt0102558,Warner Bros.,3966240.0,40000000.0,1.0,8479793.0,,8479793.0,-0.788005175,1.0,
11673,tt0831884,Focus Features,36269.0,,1.0,121994.0,1661232.0,1783226.0,,0.0684119679726518,0.9315880320273482
11674,tt1014672,,,,1.0,,3773555.0,3773555.0,,,1.0
11675,tt0117128,Gramercy Pictures (I),206328.0,,1.0,1007306.0,,1007306.0,,1.0,
11677,tt1527186,Magnolia Pictures,257174.0,,3.0,3030848.0,14474700.0,17505548.0,,0.173136425092205,0.8268635749077949
11678,tt0119304,Warner Bros.,3784023.0,35000000.0,1.0,10493366.0,,10493366.0,-0.7001895428571429,1.0,
11681,tt0099768,Hemdale,49827.0,,2.0,1030938.0,201272.0,1232210.0,,0.8366577125652284,0.1633422874347716
11682,tt1791614,Tribeca Film,12940.0,,1.0,28378.0,,28378.0,,1.0,
11684,tt1598828,Lions Gate Films,11515790.0,40000000.0,2.0,26414527.0,11669635.0,38084162.0,-0.04789595,0.6935829912707545,0.3064170087292455
11688,tt0431091,Argot Pictures,2311.0,50000.0,1.0,3917.0,,3917.0,-0.92166,1.0,
11689,tt0285156,VIsionbo,955.0,,1.0,1554.0,,1554.0,,1.0,
11691,tt0179626,New Line Cinema,10523154.0,60000000.0,1.0,24403552.0,31956428.0,56359980.0,-0.060667,0.4329943339227586,0.5670056660772413
11693,tt0893532,,,,1.0,,397941.0,397941.0,,,1.0
11697,tt1231586,The Samuel Goldwyn Company,117564.0,,2.0,200227.0,1178720.0,1378947.0,,0.1452028250541899,0.8547971749458101
11699,tt0366276,,,,1.0,,500269.0,500269.0,,,1.0
11700,tt0082121,Universal Pictures,6622753.0,,1.0,31261269.0,,31261269.0,,1.0,
11702,tt0953318,Film Movement,904.0,,1.0,1601.0,2742813.0,2744414.0,,0.0005833667952429,0.999416633204757
11705,tt0072913,Pathfinder Picture,6836.0,,1.0,21779.0,,21779.0,,1.0,
11706,tt1322312,Warner Bros.,6884964.0,32000000.0,1.0,17804299.0,24254812.0,42059111.0,0.31434721875,0.4233161038520286,0.5766838961479713
11707,tt0091499,De Laurentiis Entertainment Group (DEG),3205644.0,,1.0,7433663.0,,7433663.0,,1.0,
11709,tt0234393,,,,1.0,,114819.0,114819.0,,,1.0
11712,tt1232776,IFC Films,25854.0,3000000.0,1.0,374675.0,2029625.0,2404300.0,-0.1985666666666666,0.1558353782805806,0.8441646217194194
11713,tt0804497,Focus Features,2013406.0,8000000.0,1.0,6363628.0,127612.0,6491240.0,-0.188595,0.98034089018431,0.01965910981569
11714,tt0139414,Twentieth Century Fox,10974145.0,35000000.0,1.0,31770414.0,25100000.0,56870414.0,0.6248689714285715,0.5586457309770947,0.4413542690229053
11716,tt1821480,,,,1.0,,459234.0,459234.0,,,1.0
11718,tt1318514,Twentieth Century Fox,54806191.0,93000000.0,1.0,176760185.0,305040688.0,481800873.0,4.180654548387097,0.3668739408863628,0.6331260591136372
11719,tt1483797,,,,4.0,,214180.0,214180.0,,,1.0
11722,tt0803029,,,,4.0,,1530314.0,1530314.0,,,1.0
11723,tt0437863,Revolution Studios,19656429.0,33000000.0,1.0,59843754.0,5118875.0,64962629.0,0.9685645151515152,0.921202773366823,0.078797226633177
11725,tt0430224,,,,6.0,,595618.0,595618.0,,,1.0
11726,tt0493451,IFC Films,1553.0,,2.0,6671.0,198914.0,205585.0,,0.0324488654327893,0.9675511345672106
11729,tt0137363,Sony Pictures Entertainment (SPE),7515145.0,31000000.0,1.0,24756177.0,16311134.0,41067311.0,0.3247519677419355,0.6028195271903729,0.3971804728096271
11731,tt1862079,FilmDistrict,97762.0,,1.0,4010957.0,413742.0,4424699.0,,0.906492622436012,0.0935073775639879
11732,tt2122340,Eros Worldwide,240792.0,,1.0,434107.0,255754.0,689861.0,,0.6292673451608367,0.3707326548391632
11736,tt0107566,Sony Pictures Classics,,,1.0,3267313.0,,3267313.0,,1.0,
11737,tt0756729,Paramount Vantage,108223.0,,1.0,1540141.0,66096.0,1606237.0,,0.9588504062600972,0.0411495937399026
11738,tt0339921,Off Hollywood Dist,2192.0,,1.0,3233.0,,3233.0,,1.0,
11740,tt0161100,Paramount Pictures,8515223.0,6000000.0,1.0,25059640.0,,25059640.0,3.176606666666667,1.0,
11741,tt0108187,Metro-Goldwyn-Mayer (MGM),1129689.0,,1.0,2438031.0,,2438031.0,,1.0,
11743,tt0340163,Miramax,9800000.0,,2.0,34639939.0,43023617.0,77663556.0,,0.4460256622810318,0.5539743377189682
11746,tt0364120,Wellspring Media,4268.0,,1.0,15355.0,,15355.0,,1.0,
11747,tt0338249,Regent Releasing,5184.0,,1.0,19867.0,,19867.0,,1.0,
11748,tt0235198,Vitagraph Films,,,2.0,131296.0,228557.0,359853.0,,0.3648600956501682,0.6351399043498317
11750,tt1710396,Warner Bros.,11225190.0,,1.0,30932113.0,226000.0,31158113.0,,0.9927466724316714,0.0072533275683286
11751,tt0249478,Paramount Pictures,14033112.0,75000000.0,1.0,45246095.0,9003199.0,54249294.0,-0.27667608,0.8340402549754841,0.1659597450245159
11753,tt0289181,,,,1.0,,49665.0,49665.0,,,1.0
11756,tt0094078,Warner Bros.,2256557.0,,1.0,5711976.0,,5711976.0,,1.0,
11759,tt0086494,Twentieth Century Fox,3344942.0,,1.0,23646952.0,,23646952.0,,1.0,
11760,tt0080455,Universal Pictures,4858152.0,,2.0,57229890.0,58000000.0,115229890.0,,0.4966583757044288,0.5033416242955713
11761,tt0112744,Miramax,71804.0,,1.0,868979.0,,868979.0,,1.0,
11762,tt0265709,,,,1.0,,70812.0,70812.0,,,1.0
11764,tt0286635,Palm Pictures,3676.0,,1.0,23124.0,158538.0,181662.0,,0.1272913432638636,0.8727086567361363
11766,tt0070332,Metro-Goldwyn-Mayer (MGM),,,,,,,,,
11767,tt0114825,Paramount Pictures,7045379.0,,1.0,19751736.0,,19751736.0,,1.0,
11770,tt0368580,Eros Worldwide,19504.0,,1.0,19504.0,31107.0,50611.0,,0.3853707692003714,0.6146292307996285
11772,tt0102782,Columbia Pictures,1277428.0,11000000.0,1.0,2807854.0,,2807854.0,-0.7447405454545455,1.0,
11776,tt0923811,Eleven Arts,1579.0,,3.0,107797.0,16346130.0,16453927.0,,0.0065514451352555,0.9934485548647444
11778,tt0097332,Vestron Pictures,3763.0,,1.0,11859.0,,11859.0,,1.0,
11786,tt0114168,Walt Disney Studios Motion Pictures,7146973.0,,1.0,30862156.0,,30862156.0,,1.0,
11790,tt0476888,,,,1.0,,42204.0,42204.0,,,1.0
11791,tt1314274,,,,1.0,,53261.0,53261.0,,,1.0
11792,tt0411195,Sony Pictures Classics,33279.0,,1.0,828699.0,3113555.0,3942254.0,,0.2102094385597681,0.7897905614402319
11793,tt1429323,,,,1.0,,2255048.0,2255048.0,,,1.0
11794,tt1365048,China Lion Film Distribution,903.0,3500000.0,2.0,153215.0,10155023.0,10308238.0,1.9452108571428568,0.0148633549205984,0.9851366450794016
11796,tt0348155,,,,1.0,,120312.0,120312.0,,,1.0
11797,tt1251725,,,,1.0,,81010.0,81010.0,,,1.0
11799,tt0109306,Orion Pictures,763890.0,,1.0,3359465.0,,3359465.0,,1.0,
11801,tt0373024,Sony Pictures Classics,4696.0,,1.0,228767.0,62351.0,291118.0,,0.7858222439010986,0.2141777560989014
11802,tt1534085,Magnolia Pictures,4957.0,,1.0,56491.0,,56491.0,,1.0,
11803,tt0105417,Walt Disney Studios Motion Pictures,11894587.0,,1.0,139605150.0,92000000.0,231605150.0,,0.6027722181479989,0.3972277818520011
11805,tt0091647,Atlantic Releasing Corporation,1013328.0,,1.0,2278264.0,,2278264.0,,1.0,
11806,tt0088395,TriStar Pictures,3665088.0,,1.0,10530000.0,,10530000.0,,1.0,
11809,tt0071411,,,,1.0,,14480.0,14480.0,,,1.0
11813,tt0320691,Screen Gems,21753759.0,22000000.0,1.0,51970690.0,43737767.0,95708457.0,3.350384409090909,0.5430104259229673,0.4569895740770327
11815,tt0374900,Fox Searchligh,116666.0,400000.0,2.0,44540956.0,1597931.0,46138887.0,114.3472175,0.9653669365713134,0.0346330634286865
11816,tt1327833,,,,1.0,,461541.0,461541.0,,,1.0
11824,tt0431308,Warner Bros.,6481221.0,30000000.0,2.0,53706790.0,103139531.0,156846321.0,4.2282107,0.3424166385133126,0.6575833614866874
11826,tt0116410,Sony Pictures Entertainment (SPE),168012.0,,1.0,13323144.0,,13323144.0,,1.0,
11829,tt0116996,Warner Bros.,9384272.0,,2.0,37781197.0,63600000.0,101381197.0,,0.3726647358484039,0.6273352641515961
11832,tt0347473,Eros Worldwide,704651.0,,1.0,1747060.0,9089210.0,10836270.0,,0.1612233729871994,0.8387766270128005
11833,tt0120633,Walt Disney Studios Motion Pictures,70079.0,75000000.0,1.0,56709981.0,,56709981.0,-0.24386692,1.0,
11835,tt0181288,Sony Pictures Classics,20260.0,,2.0,1165795.0,,1165795.0,,1.0,
11841,tt1134854,Magnolia Pictures,43757.0,4000000.0,2.0,101740.0,284338.0,386078.0,-0.9034805,0.2635218789985443,0.7364781210014557
11842,tt1764651,Lions Gate Films,28591370.0,100000000.0,1.0,85028192.0,229947763.0,314975955.0,2.14975955,0.2699513745422249,0.730048625457775
11843,tt0070511,Allied Artists Pictures,,,1.0,53267000.0,,53267000.0,,1.0,
11845,tt1083456,Screen Gems,5483778.0,20000000.0,1.0,17231291.0,1367811.0,18599102.0,-0.0700449,0.926458223628216,0.0735417763717839
11846,tt0102492,Columbia Pictures,12391783.0,17000000.0,2.0,59489799.0,,59489799.0,2.4993999411764705,1.0,
11848,tt0111488,Warner Bros.,2855852.0,,1.0,6971777.0,,6971777.0,,1.0,
11849,tt0310154,Sundance Film Series,24602.0,,1.0,84299.0,237798.0,322097.0,,0.2617192957401031,0.7382807042598969
11850,tt1499658,Warner Bros.,28302165.0,35000000.0,1.0,117538559.0,92300000.0,209838559.0,4.9953874,0.5601380392628411,0.4398619607371589
11851,tt0085412,Warner Bros.,3520605.0,,1.0,10369581.0,,10369581.0,,1.0,
11852,tt0289879,New Line Cinema,17100000.0,13000000.0,1.0,57938693.0,38883728.0,96822421.0,6.447878538461539,0.5984016140228512,0.4015983859771488
11854,tt1886493,,,,5.0,,291742.0,291742.0,,,1.0
11861,tt2172071,Eros Worldwide,326508.0,,1.0,670086.0,9443907.0,10113993.0,,0.0662533580950669,0.9337466419049332
11862,tt1703199,,,,2.0,,4055919.0,4055919.0,,,1.0
11863,tt0098343,Twentieth Century Fox,2460262.0,,1.0,19674852.0,,19674852.0,,1.0,
11865,tt0157472,Paramount Pictures,10108333.0,26000000.0,1.0,36989956.0,1803327.0,38793283.0,0.4920493461538461,0.9535144524891076,0.0464855475108925
11866,tt1060277,Paramount Pictures,40058229.0,25000000.0,1.0,80048433.0,92345747.0,172394180.0,5.8957672,0.4643337321480342,0.5356662678519658
11869,tt0092972,,,,1.0,,938.0,938.0,,,1.0
11871,tt0388182,First Look International,35814.0,,1.0,268461.0,777325.0,1045786.0,,0.2567073952032251,0.7432926047967748
11872,tt0298744,Sony Pictures Classics,123761.0,,1.0,2063196.0,641755.0,2704951.0,,0.7627480128105832,0.2372519871894167
11873,tt1787777,Magnolia Pictures,28911.0,,1.0,1067028.0,10954.0,1077982.0,,0.9898384203075749,0.0101615796924252
11874,tt0940580,,,,2.0,,3862534.0,3862534.0,,,1.0
11880,tt0273517,Dimension Films,6400000.0,10600000.0,1.0,22163442.0,11825294.0,33988736.0,2.206484528301887,0.6520819720980504,0.3479180279019496
11883,tt0377092,Paramount Pictures,24432195.0,17000000.0,3.0,86058055.0,44068222.0,130126277.0,6.654486882352941,0.6613426356615121,0.3386573643384879
11885,tt0346507,,,,1.0,,3547294.0,3547294.0,,,1.0
11887,tt0328077,Vitagraph Films,4492.0,,1.0,6028.0,,6028.0,,1.0,
11888,tt0136244,Stratosphere Entertainment LL,82431.0,12000000.0,1.0,1263279.0,,1263279.0,-0.89472675,1.0,
11890,tt0303353,Focus Features,89087.0,,1.0,1439232.0,82361.0,1521593.0,,0.9458718592948312,0.0541281407051688
11891,tt0434139,DreamWorks,4627989.0,20000000.0,1.0,11614790.0,4237611.0,15852401.0,-0.20737995,0.7326833329537904,0.2673166670462096
11894,tt1226681,IFC Films,1541.0,,1.0,3865.0,28253.0,32118.0,,0.120337505448658,0.8796624945513419
11897,tt0080913,Metro-Goldwyn-Mayer (MGM),318403.0,,1.0,2625716.0,,2625716.0,,1.0,
11898,tt1487118,IFC Films,192.0,,1.0,1710.0,5466940.0,5468650.0,,0.0003126914320719,0.999687308567928
11901,tt0457308,IDP Distribution,50160.0,,1.0,119452.0,41956.0,161408.0,,0.7400624504361618,0.2599375495638382
11902,tt0278823,DreamWorks Distribution,2017981.0,,1.0,4850753.0,9718991.0,14569744.0,,0.3329333034266079,0.6670666965733921
11903,tt0104802,Warner Bros.,319793.0,,1.0,6742168.0,,6742168.0,,1.0,
11904,tt0330082,,,,1.0,,1550273.0,1550273.0,,,1.0
11906,tt0054453,,,,1.0,,1236.0,1236.0,,,1.0
11908,tt0086122,The Samuel Goldwyn Company,,,,,,,,,
11909,tt0118966,Sony Pictures Entertainment (SPE),5833412.0,,1.0,13806137.0,,13806137.0,,1.0,
11910,tt0457502,Cinema Libre Studio,14769.0,,1.0,25752.0,,25752.0,,1.0,
11914,tt1684555,,,,4.0,,11045966.0,11045966.0,,,1.0
11915,tt1059793,,,,1.0,,1726453.0,1726453.0,,,1.0
11917,tt0160484,New Line Cinema,7954766.0,50000000.0,1.0,16815253.0,14540657.0,31355910.0,-0.3728818,0.5362706105483783,0.4637293894516217
11919,tt0110399,Walt Disney Studios Motion Pictures,7970574.0,,1.0,29392418.0,,29392418.0,,1.0,
11920,tt1046947,Overture Films,97260.0,,2.0,14889042.0,17679385.0,32568427.0,,0.457161839593911,0.542838160406089
