,imdb_id,domestic_distributor,domestic_opening,budget,releases,performance_domestic,performance_international,performance_worldwide,metric_roi,percentage_domestic,percentage_international
6160,tt0398286,Walt Disney Studios Motion Pictures,48767052.0,260000000.0,3.0,200821936.0,391640880.0,592462816.0,1.2787031384615384,0.3389612488355725,0.6610387511644276
6162,tt1425633,,,,2.0,,1365805.0,1365805.0,,,1.0
6164,tt0100200,Miramax,57959.0,,1.0,7698010.0,,7698010.0,,1.0,
6166,tt0086383,Warner Bros.,9688561.0,,1.0,67642693.0,,67642693.0,,1.0,
6173,tt0216799,Universal Pictures,867635.0,,1.0,1871025.0,1162621.0,3033646.0,,0.6167578550694445,0.3832421449305555
6175,tt1037033,,,,4.0,,397952.0,397952.0,,,1.0
6176,tt0444682,Warner Bros.,10025203.0,,1.0,25126214.0,37644845.0,62771059.0,,0.4002834172353218,0.5997165827646782
6177,tt0087635,Universal Pictures,2072130.0,,1.0,5718573.0,,5718573.0,,1.0,
6178,tt1847731,Dada Films,7078.0,,1.0,129834.0,1307667.0,1437501.0,,0.0903192415170493,0.9096807584829506
6179,tt0426190,,,,1.0,,1770110.0,1770110.0,,,1.0
6180,tt0111693,Walt Disney Studios Motion Pictures,,,1.0,50021959.0,,50021959.0,,1.0,
6181,tt0089628,Metro-Goldwyn-Mayer (MGM),9580.0,,1.0,372438.0,,372438.0,,1.0,
6183,tt0297181,Sony Pictures Entertainment (SPE),12752803.0,70000000.0,1.0,33561137.0,17825340.0,51386477.0,-0.2659074714285714,0.6531122380699498,0.3468877619300502
6185,tt0308208,Warner Bros.,7010474.0,70000000.0,2.0,14307963.0,5846936.0,20154899.0,-0.7120728714285715,0.7099000099181841,0.2900999900818158
6188,tt0363833,,,,1.0,,576941.0,576941.0,,,1.0
6189,tt0113224,Artisan Entertainment,,,1.0,35855.0,,35855.0,,1.0,
6192,tt0418763,Universal Pictures,27726210.0,72000000.0,1.0,62658220.0,34417932.0,97076152.0,0.3482798888888889,0.6454543027210226,0.3545456972789774
6193,tt0181836,Regent Releasing,10131.0,,1.0,13276.0,,13276.0,,1.0,
6198,tt0461703,After Dark Films,565000.0,,1.0,1018965.0,2250771.0,3269736.0,,0.3116352512863424,0.6883647487136576
6199,tt0091653,TriStar Pictures,3279650.0,,1.0,32324557.0,,32324557.0,,1.0,
6200,tt1360875,,,,3.0,,28399.0,28399.0,,,1.0
6205,tt0433416,Fox Searchligh,248552.0,9500000.0,1.0,13569248.0,6785073.0,20354321.0,1.142560105263158,0.6666519605345715,0.3333480394654285
6208,tt0363721,,,,1.0,,449545.0,449545.0,,,1.0
6209,tt1345777,,,,1.0,,4122090.0,4122090.0,,,1.0
6212,tt0091860,Island Pictures,67794.0,,1.0,4600000.0,,4600000.0,,1.0,
6213,tt0339707,,,,2.0,,783544.0,783544.0,,,1.0
6214,tt0405266,,,,1.0,,610056.0,610056.0,,,1.0
6216,tt1176740,Focus Features,130411.0,17000000.0,1.0,9451946.0,6327509.0,15779455.0,-0.0717967647058823,0.5990033242592979,0.4009966757407021
6218,tt0120888,New Line Cinema,18865080.0,18000000.0,2.0,80245725.0,43061262.0,123306987.0,5.850388166666667,0.6507800324404974,0.3492199675595025
6219,tt0103064,TriStar Pictures,31765506.0,102000000.0,4.0,205881154.0,312106698.0,520881154.0,4.106677980392157,0.395255525025196,0.5991898451369196
6220,tt0084749,Group,1798879.0,,1.0,39103425.0,,39103425.0,,1.0,
6221,tt0112864,Twentieth Century Fox,22162245.0,90000000.0,2.0,100012499.0,266089167.0,366101666.0,3.067796288888889,0.2731823105115288,0.7268176894884713
6222,tt0414387,Focus Features,2804000.0,,1.0,38405088.0,83211467.0,121616555.0,,0.3157883233906765,0.6842116766093235
6224,tt0425055,Kindred Media Group,9610.0,,1.0,129664.0,,129664.0,,1.0,
6225,tt0790604,Twentieth Century Fox,12001256.0,,1.0,35093569.0,12139207.0,47232776.0,,0.7429918791984617,0.2570081208015383
6226,tt0339847,,,,1.0,,43992.0,43992.0,,,1.0
6229,tt0236034,United Artists,8477.0,,1.0,15545.0,360545.0,376090.0,,0.0413331915233055,0.9586668084766944
6231,tt0105112,Paramount Pictures,18511191.0,45000000.0,1.0,83351587.0,94700000.0,178051587.0,2.956701933333333,0.468131671300408,0.531868328699592
6232,tt0093737,Twentieth Century Fox,4455516.0,,1.0,13290368.0,,13290368.0,,1.0,
6236,tt2108661,,,,1.0,,2006123.0,2006123.0,,,1.0
6237,tt0090852,Universal Pictures,156066.0,,1.0,1476356.0,,1476356.0,,1.0,
6240,tt0102945,Twentieth Century Fox,13777943.0,19000000.0,1.0,101599005.0,73400000.0,174999005.0,8.21047394736842,0.580569043806849,0.4194309561931509
6242,tt0106375,Universal Pictures,6017225.0,,1.0,53443066.0,64800000.0,118243066.0,,0.4519763213853064,0.5480236786146936
6244,tt1417579,,,,1.0,,1362972.0,1362972.0,,,1.0
6249,tt2357211,,,,1.0,,196398.0,196398.0,,,1.0
6251,tt0181689,Twentieth Century Fox,35677125.0,102000000.0,1.0,132072926.0,226300000.0,358372926.0,2.5134600588235294,0.3685348875936013,0.6314651124063987
6252,tt0102510,Paramount Pictures,20817139.0,23000000.0,1.0,86930411.0,,86930411.0,2.7795830869565217,1.0,
6254,tt1965272,,,,1.0,,107843.0,107843.0,,,1.0
6259,tt0080550,Paramount Pictures,,,1.0,4495445.0,,4495445.0,,1.0,
6260,tt0441048,Yash Raj Films,979001.0,,1.0,2643586.0,29752841.0,32396427.0,,0.0816011592883375,0.9183988407116624
6261,tt0419984,New Line Cinema,9100000.0,,1.0,25799486.0,7883714.0,33683200.0,,0.7659452189815694,0.2340547810184305
6264,tt0995740,,,,1.0,,797693.0,797693.0,,,1.0
6266,tt0088758,Metro-Goldwyn-Mayer (MGM),,,1.0,1304192.0,,1304192.0,,1.0,
6267,tt0162650,Paramount Pictures,21714757.0,46000000.0,2.0,70334258.0,37291867.0,107626125.0,1.3396983695652174,0.653505438386823,0.3464945616131771
6271,tt0086058,Twentieth Century Fox,301129.0,,1.0,6486797.0,,6486797.0,,1.0,
6272,tt0116654,New Line Cinema,9101987.0,40000000.0,1.0,27663982.0,21963797.0,49627779.0,0.240694475,0.5574293784132471,0.4425706215867528
6274,tt0099606,Cannon Film Distributors,776449.0,,1.0,1305887.0,,1305887.0,,1.0,
6275,tt0097435,Miramax,,,1.0,747013.0,,747013.0,,1.0,
6277,tt0076299,Cowboy Pictures,,,3.0,957.0,425.0,1382.0,,0.6924746743849494,0.3075253256150506
6278,tt0120318,Universal Pictures,5103075.0,,1.0,16574176.0,,16574176.0,,1.0,
6279,tt0489327,Miramax,35604.0,,2.0,3347411.0,3973898.0,7321309.0,,0.4572148231962344,0.5427851768037656
6280,tt0106873,Metro-Goldwyn-Mayer (MGM),3502569.0,,1.0,7839327.0,,7839327.0,,1.0,
6281,tt0079522,Metro-Goldwyn-Mayer (MGM),485734.0,,6.0,39946780.0,247287.0,40194067.0,,0.9938476740858296,0.0061523259141703
6282,tt1323045,Anchor Bay Films,131395.0,,1.0,246176.0,3597598.0,3843774.0,,0.0640453887247273,0.9359546112752728
6283,tt0896872,The Samuel Goldwyn Company,61002.0,,1.0,1124966.0,745426.0,1870392.0,,0.6014600147990368,0.3985399852009632
6287,tt0090036,Columbia Pictures,1314993.0,,1.0,1878561.0,,1878561.0,,1.0,
6288,tt0082332,Cannon Film Distributors,,,,,,,,,
6289,tt1613062,Roadside Attractions,76543.0,,3.0,258223.0,83979.0,342202.0,,0.7545923168187211,0.2454076831812789
6290,tt0091306,Twentieth Century Fox,6006610.0,,1.0,29844101.0,,29844101.0,,1.0,
6292,tt0384286,Rogue Pictures,4551000.0,1000000.0,1.0,10047674.0,22538734.0,32586408.0,31.586408,0.3083394156238392,0.6916605843761607
6295,tt0104073,New Line Cinema,3451356.0,,1.0,16639799.0,,16639799.0,,1.0,
6296,tt0267248,Paramount Pictures,5064077.0,25000000.0,1.0,10727683.0,1574536.0,12302219.0,-0.50791124,0.8720120329511286,0.1279879670488714
6299,tt0131325,Universal Pictures,18062550.0,55000000.0,1.0,66384775.0,32241000.0,98625775.0,0.7931959090909091,0.6730976258488209,0.326902374151179
6302,tt0104940,Walt Disney Studios Motion Pictures,5010109.0,12000000.0,4.0,27381507.0,5892542.0,33274049.0,1.7728374166666667,0.8229087779488453,0.1770912220511546
6306,tt0091024,Atlantic Releasing Corporation,2429075.0,,1.0,13418091.0,,13418091.0,,1.0,
6310,tt0816672,,,,3.0,,124410.0,124410.0,,,1.0
6311,tt0119560,Gramercy Pictures (I),44003.0,5000000.0,1.0,222099.0,,222099.0,-0.9555802,1.0,
6312,tt0250720,Warner Bros.,9715102.0,35000000.0,1.0,33357476.0,9700076.0,43057552.0,0.2302157714285714,0.7747183583497733,0.2252816416502266
6314,tt0233856,Vid,245034.0,,1.0,245034.0,,245034.0,,1.0,
6316,tt1365030,,,,1.0,,69160.0,69160.0,,,1.0
6317,tt0338077,Warner Bros.,2511403.0,6000000.0,1.0,5123696.0,17470.0,5141166.0,-0.143139,0.9966019381595536,0.0033980618404463
6321,tt0400717,Sony Pictures Entertainment (SPE),23624548.0,85000000.0,1.0,85105259.0,115706430.0,200811689.0,1.3624904588235294,0.4238063004390148,0.5761936995609852
6324,tt1814836,Roadside Attractions,25820.0,,2.0,411184.0,201655.0,612839.0,,0.6709494663361829,0.3290505336638171
6327,tt0116830,New Line Cinema,7010333.0,67000000.0,2.0,18115927.0,29151074.0,47267001.0,-0.2945223731343284,0.3832679589720532,0.6167320410279468
6333,tt0415978,IFC Films,30801.0,,1.0,3885134.0,4127704.0,8012838.0,,0.4848636650335374,0.5151363349664626
6335,tt0087451,Metro-Goldwyn-Mayer (MGM),4358022.0,,1.0,14255801.0,,14255801.0,,1.0,
6339,tt0066122,,,,1.0,,454.0,454.0,,,1.0
6340,tt0118556,Warner Bros.,11446098.0,,1.0,34673095.0,,34673095.0,,1.0,
6342,tt0119791,Miramax,585733.0,,1.0,1179002.0,,1179002.0,,1.0,
6343,tt1961604,Arc Entertainment,65132.0,,1.0,116381.0,,116381.0,,1.0,
6346,tt1372266,,,,1.0,,1569.0,1569.0,,,1.0
6348,tt0418819,Universal Pictures,10221705.0,15000000.0,1.0,20700082.0,26374051.0,47074133.0,2.138275533333333,0.4397336855890686,0.5602663144109313
6349,tt0120906,Sony Pictures Entertainment (SPE),434840.0,,1.0,2087471.0,,2087471.0,,1.0,
6351,tt0286499,Fox Searchligh,161528.0,,3.0,32543449.0,44042379.0,76585828.0,,0.4249278208495702,0.5750721791504297
6355,tt0415167,,,,4.0,,894722.0,894722.0,,,1.0
6358,tt0091149,Walt Disney Studios Motion Pictures,3220225.0,14000000.0,2.0,38625550.0,,38625550.0,1.758967857142857,1.0,
6360,tt0403702,Dimension Film,6888334.0,18000000.0,1.0,15281286.0,4369807.0,19651093.0,0.0917273888888888,0.7776303333356572,0.2223696666643428
6362,tt0473697,,,,1.0,,182088.0,182088.0,,,1.0
6363,tt0115033,Lions Gate Films,,,1.0,536825.0,,536825.0,,1.0,
6370,tt0118826,Miramax,29452.0,,2.0,877621.0,241.0,877862.0,,0.999725469379014,0.0002745306209859
6372,tt0907657,Fox Searchligh,61901.0,150000.0,2.0,9439923.0,11496799.0,20936722.0,138.57814666666667,0.4508787478765778,0.5491212521234222
6374,tt0095088,New World Pictures,1660041.0,,1.0,5596267.0,,5596267.0,,1.0,
6379,tt0110955,Walt Disney Studios Motion Pictures,3044097.0,,1.0,11439193.0,,11439193.0,,1.0,
6383,tt0276816,Dimension Films,201431.0,,1.0,605562.0,2016453.0,2622015.0,,0.2309529121686946,0.7690470878313053
6387,tt0107247,Twentieth Century Fox,2219891.0,,1.0,5145823.0,,5145823.0,,1.0,
6391,tt0811138,Paramount Pictures,13907130.0,62000000.0,1.0,32235793.0,8641763.0,40877556.0,-0.3406845806451613,0.7885939413794699,0.21140605862053
6393,tt0383222,Romar Entertainment,1550000.0,25000000.0,1.0,2405420.0,1244855.0,3650275.0,-0.853989,0.6589695296929683,0.3410304703070316
6397,tt0119054,Legac,9090.0,,1.0,9090.0,,9090.0,,1.0,
6399,tt0481390,,,,1.0,,2249162.0,2249162.0,,,1.0
6402,tt0362269,Fox Searchligh,169038.0,11000000.0,1.0,10254979.0,6795038.0,17050017.0,0.5500015454545455,0.6014644442876509,0.3985355557123491
6403,tt0294806,Arrival Pictures,7310.0,,1.0,225863.0,,225863.0,,1.0,
6406,tt0086005,Walt Disney Studios Motion Pictures,,,1.0,29600000.0,,29600000.0,,1.0,
6407,tt0962736,Apparition,260591.0,35000000.0,2.0,11001272.0,18195137.0,29196409.0,-0.1658168857142857,0.3768022293426565,0.6231977706573435
6408,tt0412536,Miramax,339616.0,,1.0,6432256.0,7018930.0,13451186.0,,0.4781924805738319,0.5218075194261681
6410,tt0089218,Warner Bros.,9105913.0,,8.0,63711145.0,788125.0,64499270.0,,0.9877808694579024,0.0122191305420976
6411,tt0100475,New Line Cinema,266975.0,,1.0,1382462.0,,1382462.0,,1.0,
6413,tt1572311,UTV Motion Pictures,539793.0,,1.0,1076443.0,12605491.0,13681934.0,,0.0786762310065229,0.9213237689934772
6420,tt0239641,,,,1.0,,81531.0,81531.0,,,1.0
6421,tt0155197,Regent Releasing,6900.0,,1.0,17246.0,,17246.0,,1.0,
6425,tt1599348,Universal Pictures,40172720.0,85000000.0,1.0,126373434.0,81702771.0,208076205.0,1.4479553529411764,0.6073420745058283,0.3926579254941717
6426,tt0098356,Metro-Goldwyn-Mayer (MGM),11704.0,,1.0,401421.0,,401421.0,,1.0,
6427,tt0120753,Lions Gate Films,29483.0,,1.0,59989.0,45994.0,105983.0,,0.566024739816763,0.4339752601832369
6429,tt0796335,Sony Pictures Classics,32601.0,,1.0,635733.0,10243134.0,10878867.0,,0.0584374273534183,0.9415625726465816
6433,tt0062365,American International Pictures (AIP),,,,,,,,,
6434,tt1703958,UTV Motion Pictures,637100.0,,1.0,1155545.0,1138278.0,2293823.0,,0.5037638039203548,0.4962361960796452
6435,tt0119891,Miramax,3065951.0,,1.0,5624282.0,,5624282.0,,1.0,
6438,tt0177789,DreamWorks Distribution,7012630.0,45000000.0,1.0,71583916.0,19100000.0,90683916.0,1.0151981333333333,0.7893783060713876,0.2106216939286124
6442,tt0436319,,,,2.0,,121218.0,121218.0,,,1.0
6443,tt0098439,Warner Bros.,6628918.0,,1.0,63408614.0,,63408614.0,,1.0,
6444,tt0093828,United Artists,241258.0,,1.0,873903.0,,873903.0,,1.0,
6445,tt0281358,Warner Bros.,12177488.0,11800000.0,1.0,41281092.0,6213824.0,47494916.0,3.0249928813559324,0.8691686495455639,0.130831350454436
6446,tt1201167,Universal Pictures,22657780.0,75000000.0,1.0,51855045.0,19730190.0,71585235.0,-0.0455302,0.7243818505310488,0.2756181494689512
6449,tt0066214,Warner Bros.,,,,,,,,,
6451,tt1287468,Warner Bros.,12279363.0,85000000.0,1.0,43585753.0,68898011.0,112483764.0,0.3233384,0.3874848373672844,0.6125151626327155
6453,tt0462421,,,,1.0,,5619.0,5619.0,,,1.0
6455,tt1045655,Freestyle Releasing,5423315.0,,1.0,13559812.0,1858937.0,15418749.0,,0.8794365872354495,0.1205634127645504
6457,tt0087260,Warner Bros.,865207.0,,1.0,1467396.0,,1467396.0,,1.0,
6459,tt0103069,Columbia Pictures,823534.0,,1.0,2268181.0,,2268181.0,,1.0,
6462,tt1349451,RADiUS-TWC,70931.0,,1.0,105018.0,70688.0,175706.0,,0.5976915984656187,0.4023084015343813
6464,tt0112966,Miramax,2811355.0,,1.0,10904930.0,,10904930.0,,1.0,
6467,tt0216817,Eros Worldwide,651575.0,,1.0,2005094.0,,2005094.0,,1.0,
6469,tt0216216,Sony Pictures Entertainment (SPE),13020883.0,82000000.0,1.0,34604280.0,61481197.0,96085477.0,0.1717741097560975,0.3601405860742097,0.6398594139257903
6470,tt0113199,Miramax,1591229.0,,1.0,3941146.0,,3941146.0,,1.0,
6471,tt1105512,Strand Releasing,2715.0,,1.0,17896.0,,17896.0,,1.0,
6474,tt0096180,Atlantic Releasing Corporation,44734.0,,1.0,1791328.0,,1791328.0,,1.0,
6475,tt0939681,Warrior Poets Releasing,9527.0,,1.0,200010.0,,200010.0,,1.0,
6476,tt0200427,Panorama Entertainment,14749.0,,1.0,191221.0,,191221.0,,1.0,
6477,tt0102609,Warner Bros.,5012332.0,,1.0,25682090.0,,25682090.0,,1.0,
6478,tt0100224,TriStar Pictures,3628060.0,,1.0,10873237.0,,10873237.0,,1.0,
6481,tt0390022,Universal Pictures,20269025.0,30000000.0,1.0,61255921.0,694849.0,61950770.0,1.0650256666666666,0.9887838520812574,0.0112161479187425
6482,tt0273923,Paramount Pictures,15053226.0,,1.0,41076018.0,2248991.0,43325009.0,,0.94809023582661,0.05190976417339
6485,tt0455829,,,,1.0,,7888.0,7888.0,,,1.0
6486,tt0114781,Warner Bros.,12624402.0,,1.0,50024083.0,54300000.0,104324083.0,,0.479506568008846,0.5204934319911539
6487,tt0114323,Sony Pictures Classics,15830.0,,1.0,512245.0,,512245.0,,1.0,
6489,tt0091276,Cannon Film Distributors,2046576.0,,1.0,4884663.0,,4884663.0,,1.0,
6490,tt2980794,UTV Motion Pictures,326654.0,,1.0,529136.0,329647.0,858783.0,,0.6161463373168775,0.3838536626831225
6491,tt0116629,Twentieth Century Fox,50228264.0,75000000.0,2.0,306169268.0,511231623.0,817400891.0,9.898678546666666,0.37456439229646,0.6254356077035399
6493,tt0083133,Paramount Pictures,1582148.0,,1.0,5165432.0,,5165432.0,,1.0,
6494,tt0104697,Universal Pictures,474220.0,,1.0,1514114.0,,1514114.0,,1.0,
6496,tt1885266,,,,1.0,,1068035.0,1068035.0,,,1.0
6499,tt0090670,Orion Pictures,180286.0,,1.0,2347000.0,,2347000.0,,1.0,
6501,tt1462758,Lions Gate Films,100268.0,,1.0,1044143.0,18395621.0,19439764.0,,0.0537117117265415,0.9462882882734583
6502,tt0395972,Warner Bros.,6422455.0,35000000.0,1.0,18337722.0,6873453.0,25211175.0,-0.2796807142857143,0.7273648292870126,0.2726351707129874
6506,tt1107850,,,,2.0,4529.0,154463.0,158992.0,,0.0284857099728288,0.9715142900271712
6507,tt0288477,Warner Bros.,11503423.0,20000000.0,1.0,30113491.0,38236393.0,68349884.0,2.4174942,0.4405785238786945,0.5594214761213054
6509,tt0086250,Universal Pictures,4597536.0,,6.0,45408703.0,20476000.0,65884703.0,,0.6892146573082374,0.3107853426917626
6512,tt0164221,Sony Pictures Entertainment (SPE),43865.0,,1.0,74007.0,,74007.0,,1.0,
6514,tt0090274,TriStar Pictures,5184360.0,,1.0,19875740.0,,19875740.0,,1.0,
6515,tt0074937,Columbia Pictures,,,2.0,,38200.0,38200.0,,,1.0
6516,tt0248216,,,,1.0,,251877.0,251877.0,,,1.0
6518,tt0372784,Warner Bros.,48745440.0,150000000.0,5.0,206863479.0,168435467.0,375298946.0,1.5019929733333333,0.5511965360009298,0.4488034639990702
6520,tt1392170,Lions Gate Films,152535747.0,78000000.0,2.0,408010692.0,287209927.0,695220619.0,7.913084858974359,0.5868794463934045,0.4131205536065955
6521,tt0088708,Cannon Film Distributors,3234837.0,,1.0,10499694.0,,10499694.0,,1.0,
6522,tt0085407,Paramount Pictures,4556083.0,,1.0,20766616.0,,20766616.0,,1.0,
6523,tt0780608,First Look International,5993.0,,1.0,9397.0,169984.0,179381.0,,0.0523857041715677,0.9476142958284324
6524,tt0474361,Women Make Movies,4895.0,,2.0,33312.0,30428.0,63740.0,,0.5226231565735802,0.4773768434264198
6525,tt0362165,New Line Cinema,7700000.0,84000000.0,1.0,17018422.0,42963126.0,59981548.0,-0.2859339523809523,0.2837276223681322,0.7162723776318677
6527,tt0096869,New Line Cinema,297155.0,,1.0,1305187.0,,1305187.0,,1.0,
6528,tt0103924,Walt Disney Studios Motion Pictures,4893112.0,,1.0,22518097.0,,22518097.0,,1.0,
6532,tt0416891,Slowhand Cinema Releasing,,5000000.0,,,,,,,
6535,tt0833476,Yash Raj Films,455257.0,,1.0,695157.0,11209861.0,11905018.0,,0.0583919318727615,0.9416080681272384
6536,tt0107611,TriStar Pictures,3102695.0,,1.0,8345845.0,,8345845.0,,1.0,
6539,tt0056267,Paramount Pictures,,,,,,,,,
6541,tt0429173,Rocky Mountain Pictures,2010.0,,1.0,2010.0,,2010.0,,1.0,
6545,tt0085255,Columbia Pictures,8258149.0,,1.0,42313354.0,,42313354.0,,1.0,
6546,tt1027743,National Geographic Entertainment,605722.0,,1.0,23746066.0,26906397.0,50652463.0,,0.4688037776168949,0.531196222383105
6548,tt0118570,Walt Disney Studios Motion Pictures,4878632.0,,1.0,23144499.0,,23144499.0,,1.0,
6550,tt1294213,Anchor Bay Films,94936.0,15000000.0,2.0,4360548.0,1322006.0,5682554.0,-0.6211630666666667,0.7673570721897232,0.2326429278102768
6552,tt1376709,,,,2.0,,1980411.0,1980411.0,,,1.0
6554,tt1034325,THINKFilm,,,,,,,,,
6556,tt0105236,Miramax,147839.0,1200000.0,4.0,2832029.0,81615.0,2913644.0,1.4280366666666666,0.9719886849594528,0.0280113150405471
6557,tt0119141,Sony Pictures Entertainment (SPE),8588068.0,,1.0,29481428.0,,29481428.0,,1.0,
6558,tt1657283,,,,12.0,,8775693.0,8775693.0,,,1.0
6564,tt0829482,Sony Pictures Entertainment (SPE),33052411.0,20000000.0,1.0,121463226.0,49349300.0,170812526.0,7.5406263,0.7110908599290897,0.2889091400709102
6565,tt1934231,UTV Motion Pictures,581943.0,,1.0,1532594.0,15173480.0,16706074.0,,0.0917387292789436,0.9082612707210564
6566,tt0174856,Universal Pictures,384640.0,50000000.0,1.0,50699241.0,23257000.0,73956241.0,0.47912482,0.6855302583591288,0.3144697416408711
6569,tt0375735,Paramount Classics,34610.0,,2.0,358362.0,1517287.0,1875649.0,,0.1910602676726829,0.8089397323273171
6570,tt0430431,8x Entertainment,4326000.0,20000000.0,1.0,13395961.0,332489.0,13728450.0,-0.3135775,0.9757810240777364,0.0242189759222636
6576,tt0078879,Paramount Pictures,,,1.0,8218695.0,,8218695.0,,1.0,
6577,tt0119743,Miramax,38399.0,,1.0,417683.0,,417683.0,,1.0,
6581,tt0221027,New Line Cinema,12443461.0,53000000.0,1.0,52990775.0,30291521.0,83282296.0,0.5713640754716981,0.6362789877935162,0.3637210122064838
6583,tt0119572,New Line Cinema,3908725.0,,1.0,12479335.0,303414.0,12782749.0,,0.9762637911453944,0.0237362088546055
6584,tt1277737,Roadside Attractions,115053.0,,1.0,637421.0,483055.0,1120476.0,,0.5688841171073722,0.4311158828926277
6585,tt0331639,,,,1.0,,171672.0,171672.0,,,1.0
6586,tt0104040,Metro-Goldwyn-Mayer (MGM),4478919.0,,1.0,25105517.0,,25105517.0,,1.0,
6589,tt2218988,,,,1.0,,2178.0,2178.0,,,1.0
6590,tt0120655,Lions Gate Films,8669945.0,10000000.0,2.0,30652890.0,776440.0,31429330.0,2.142933,0.9752956871813684,0.0247043128186315
6591,tt1139668,Universal Pictures,19810585.0,16000000.0,1.0,42670410.0,33843640.0,76514050.0,3.782128125,0.5576807135421533,0.4423192864578466
6592,tt0443489,DreamWorks,378950.0,,2.0,103365956.0,52064379.0,155430335.0,,0.6650307740763732,0.3349692259236268
6593,tt1374992,Millennium Entertainment,28722.0,,1.0,105095.0,22082718.0,22187813.0,,0.0047366092367913,0.9952633907632086
6594,tt1316622,IFC Films,2054.0,,1.0,8020.0,221512.0,229532.0,,0.0349406618684976,0.9650593381315024
6595,tt0292644,Lions Gate Films,2532410.0,4000000.0,3.0,6532619.0,5300203.0,11832822.0,1.9582055,0.5520761657700927,0.4479238342299073
6596,tt0450506,,,,2.0,,184902.0,184902.0,,,1.0
6602,tt1142804,,,,1.0,,17517.0,17517.0,,,1.0
6603,tt0328880,Walt Disney Studios Motion Pictures,291940.0,,1.0,85336277.0,165061521.0,250397798.0,,0.3408028252708516,0.6591971747291484
6606,tt0093428,United Artists,11051284.0,,3.0,51185897.0,34533.0,51220430.0,,0.9993257963668012,0.0006742036331987
6608,tt0270933,Bandai,16692.0,,1.0,94060.0,,94060.0,,1.0,
6613,tt1055292,Warner Bros.,14506464.0,38000000.0,1.0,53374681.0,52359735.0,105734416.0,1.782484631578947,0.50479950634049,0.4952004936595101
6614,tt0304857,Indican Pictures,10672.0,,2.0,151435.0,66943.0,218378.0,,0.6934535530135819,0.306546446986418
6615,tt0389790,DreamWorks,38021044.0,150000000.0,1.0,126631277.0,166883059.0,293514336.0,0.95676224,0.431431318571097,0.568568681428903
6618,tt1972663,IFC Films,47559.0,,1.0,223880.0,169834.0,393714.0,,0.5686361165719278,0.4313638834280721
6620,tt1368116,,,,2.0,,154660.0,154660.0,,,1.0
6621,tt0092929,Miramax,,,2.0,424773.0,52266.0,477039.0,,0.8904366309672794,0.1095633690327206
6623,tt1031280,Magnolia Pictures,9517.0,,2.0,14154.0,508343.0,522497.0,,0.0270891507511047,0.9729108492488951
6625,tt0106292,Walt Disney Studios Motion Pictures,5418316.0,,1.0,20208496.0,,20208496.0,,1.0,
6627,tt0299930,Revolution Studios,3753518.0,54000000.0,1.0,6087542.0,1178667.0,7266209.0,-0.865440574074074,0.8377879028803052,0.1622120971196947
6629,tt0087985,Metro-Goldwyn-Mayer (MGM),8230381.0,,1.0,38376497.0,,38376497.0,,1.0,
6630,tt1197624,Overture Films,21039502.0,50000000.0,1.0,73357727.0,54586481.0,127944208.0,1.55888416,0.5733571542371031,0.4266428457628969
6632,tt0845535,,,,1.0,,2539773.0,2539773.0,,,1.0
6636,tt1264914,,,,1.0,,189486.0,189486.0,,,1.0
6637,tt1343727,Lions Gate Films,6278491.0,50000000.0,1.0,13414714.0,27623028.0,41037742.0,-0.17924516,0.3268872346826489,0.6731127653173511
6639,tt1321860,Summit Entertainment,107577.0,21000000.0,1.0,970816.0,6323984.0,7294800.0,-0.6526285714285714,0.1330832922081482,0.8669167077918517
6640,tt1981677,Universal Pictures,5149433.0,17000000.0,3.0,65298093.0,50349333.0,115647426.0,5.802789764705882,0.5646307510553672,0.4353692489446328
6644,tt0060397,Twentieth Century Fox,,,,,,,,,
6645,tt0188160,New Line Cinema,1611833.0,18000000.0,1.0,3440228.0,108328.0,3548556.0,-0.802858,0.9694726531017124,0.0305273468982876
6650,tt0187512,,,,4.0,,1789525.0,1789525.0,,,1.0
6651,tt0837562,Sony Pictures Entertainment (SPE),42522194.0,85000000.0,1.0,148313048.0,210062555.0,358375603.0,3.2161835647058825,0.4138480598524448,0.5861519401475552
6652,tt0068575,Columbia Pictures,,,,,,,,,
6653,tt0092644,Paramount Pictures,26348555.0,,1.0,153665036.0,146300000.0,299965036.0,,0.5122764907840792,0.4877235092159207
6654,tt0112722,Warner Bros.,5170522.0,,1.0,32051917.0,,32051917.0,,1.0,
6658,tt0298388,Artisan Entertainment,6201345.0,14000000.0,2.0,25581229.0,40068.0,25621297.0,0.8300926428571429,0.99843614474318,0.0015638552568201
6659,tt0108072,Castle Hill Productions,,,1.0,18719.0,,18719.0,,1.0,
6662,tt0348354,Cafe Entertainment Studi,7631.0,,2.0,58667.0,,58667.0,,1.0,
6663,tt0762121,New Line Cinema,8025000.0,35000000.0,1.0,37629831.0,8802433.0,46432264.0,0.3266361142857142,0.8104242127844552,0.1895757872155447
6664,tt0212815,Jour de Fet,40762.0,,1.0,512451.0,,512451.0,,1.0,
6666,tt0069958,American Film Theatr,,,,,,,,,
6669,tt1232829,Sony Pictures Entertainment (SPE),36302612.0,42000000.0,2.0,138447667.0,63137661.0,201585328.0,3.7996506666666665,0.6867943633278708,0.3132056366721292
6672,tt0099327,Concorde Pictures,,,1.0,1494969.0,,1494969.0,,1.0,
